GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,COUSUBCC,PLACEA,PLACECC,PLACEDC,TRACTA,TRBL_CTA,BLCK_GRPA,TRBL_BGA,C_CITYA,AIANHHA,RES_ONLYA,TRUSTA,AIANHHCC,AITSCE,TRBL_SUBA,ANRCA,MSA_CMSAA,CMSA,MACCI,PMSAA,NECMAA,NECMACCI,URB_AREAA,UATYPE,URBRURALA,CD106A,CD108A,CD109A,ZIP3A,ZCTAA,AREALAND,AREAWATR,NAME,FUNCSTAT,INTPTLAT,INTPLON,LSADC,MACC,UACP,GSV001,GSV002,GSV003,GSV004,GSX001,GSX002,GSX003,GSX004
"G5100650","2000","US","3","5","Virginia","51","Fluvanna","065",,,,,"0",,,,,,,,,,,,,"1540","99","N","9999","9999","9",,,,,,,,,"744285127","7345205","Fluvanna County","A","+37863901","-078295250","06",,,41,12,35,67,41,0,35,0
"G5100670","2000","US","3","5","Virginia","51","Franklin","067",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1792488548","50442115","Franklin County","A","+37007966","-079857449","06",,,147,63,51,65,141,6,51,0
"G5100690","2000","US","3","5","Virginia","51","Frederick","069",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1073876718","2579453","Frederick County","A","+39192751","-078244616","06",,,233,153,175,102,221,12,155,20
"G5100710","2000","US","3","5","Virginia","51","Giles","071",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"925476873","7954094","Giles County","A","+37324127","-080722617","06",,,31,10,27,15,31,0,27,0
"G5100730","2000","US","3","5","Virginia","51","Gloucester","073",,,,,"0",,,,,,,,,,,,,"5720","99","N","9999","9999","9",,,,,,,,,"561021730","184887838","Gloucester County","A","+37359344","-076509601","06",,,121,69,164,63,112,0,147,12
"G5100750","2000","US","3","5","Virginia","51","Goochland","075",,,,,"0",,,,,,,,,,,,,"6760","99","N","9999","9999","9",,,,,,,,,"736665799","14394818","Goochland County","A","+37700659","-077868190","06",,,22,12,31,15,22,0,31,0
"G5100770","2000","US","3","5","Virginia","51","Grayson","077",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1146428475","8455638","Grayson County","A","+36648348","-081171894","06",,,101,25,61,16,95,6,55,6
"G5100790","2000","US","3","5","Virginia","51","Greene","079",,,,,"0",,,,,,,,,,,,,"1540","99","N","9999","9999","9",,,,,,,,,"405539081","997890","Greene County","A","+38291914","-078458069","06",,,55,45,21,11,55,0,21,0
"G5100810","2000","US","3","5","Virginia","51","Greensville","081",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"765187311","3537822","Greensville County","A","+36686155","-077565550","06",,,9,32,0,5,9,0,0,0
"G5100830","2000","US","3","5","Virginia","51","Halifax","083",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2121966427","26595592","Halifax County","A","+36730821","-078925766","06",,,72,26,52,43,72,0,46,6
"G5100850","2000","US","3","5","Virginia","51","Hanover","085",,,,,"0",,,,,,,,,,,,,"6760","99","N","9999","9999","9",,,,,,,,,"1224232801","3632588","Hanover County","A","+37714111","-077443699","06",,,242,49,217,66,234,8,217,0
"G5100870","2000","US","3","5","Virginia","51","Henrico","087",,,,,"0",,,,,,,,,,,,,"6760","99","N","9999","9999","9",,,,,,,,,"616572847","16941010","Henrico County","A","+37584747","-077476994","06",,,1889,439,1447,713,1848,34,1365,82
"G5100890","2000","US","3","5","Virginia","51","Henry","089",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"990285977","5273512","Henry County","A","+36697027","-079897787","06",,,708,203,313,186,644,64,304,9
"G5100910","2000","US","3","5","Virginia","51","Highland","091",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1077063621","0","Highland County","A","+38383097","-079566729","06",,,0,2,0,0,0,0,0,0
"G5100930","2000","US","3","5","Virginia","51","Isle Of Wight","093",,,,,"0",,,,,,,,,,,,,"5720","99","N","9999","9999","9",,,,,,,,,"818090601","121454392","Isle of Wight County","A","+36886756","-076703340","06",,,98,17,71,26,88,10,65,6
"G5100950","2000","US","3","5","Virginia","51","James City","095",,,,,"0",,,,,,,,,,,,,"5720","99","N","9999","9999","9",,,,,,,,,"370166104","95275662","James City County","A","+37296023","-076752154","06",,,164,35,187,131,147,17,187,0
"G5100970","2000","US","3","5","Virginia","51","King And Queen","097",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"819120355","26067118","King and Queen County","A","+37700534","-076898446","06",,,8,13,25,20,8,0,25,0
"G5100990","2000","US","3","5","Virginia","51","King George","099",,,,,"0",,,,,,,,,,,,,"8872","97","N","8840","9999","9",,,,,,,,,"466193629","20187158","King George County","A","+38291786","-077152462","06",,,124,23,26,18,79,0,26,0
"G5101010","2000","US","3","5","Virginia","51","King William","101",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"713367538","26474929","King William County","A","+37661907","-076999261","06",,,43,0,8,8,43,0,6,2
"G5101030","2000","US","3","5","Virginia","51","Lancaster","103",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"344839438","254347971","Lancaster County","A","+37697395","-076450207","06",,,0,19,23,6,0,0,11,12
"G5101050","2000","US","3","5","Virginia","51","Lee","105",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1132173806","473905","Lee County","A","+36737463","-083097696","06",,,5,8,9,15,3,2,9,0
"G5101070","2000","US","3","5","Virginia","51","Loudoun","107",,,,,"0",,,,,,,,,,,,,"8872","97","N","8840","9999","9",,,,,,,,,"1346408615","3236968","Loudoun County","A","+39064634","-077568819","06",,,2938,734,2287,1122,2855,73,2126,154
"G5101090","2000","US","3","5","Virginia","51","Louisa","109",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1287582756","35352959","Louisa County","A","+37987197","-077956747","06",,,26,1,33,24,26,0,33,0
"G5101110","2000","US","3","5","Virginia","51","Lunenburg","111",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1118105054","1749309","Lunenburg County","A","+36945743","-078222223","06",,,71,43,15,33,70,1,15,0
"G5101130","2000","US","3","5","Virginia","51","Madison","113",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"832477500","937905","Madison County","A","+38417878","-078263130","06",,,99,7,53,9,86,13,44,9
"G5101150","2000","US","3","5","Virginia","51","Mathews","115",,,,,"0",,,,,,,,,,,,,"5720","99","N","9999","9999","9",,,,,,,,,"221921485","430663695","Mathews County","A","+37439912","-076322953","06",,,10,19,16,5,7,3,16,0
"G5101170","2000","US","3","5","Virginia","51","Mecklenburg","117",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1615980269","143370072","Mecklenburg County","A","+36662373","-078344909","06",,,144,12,67,56,144,0,63,4
"G5101190","2000","US","3","5","Virginia","51","Middlesex","119",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"337470952","208378526","Middlesex County","A","+37595718","-076489133","06",,,13,7,0,7,5,8,0,0
"G5101210","2000","US","3","5","Virginia","51","Montgomery","121",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1005481673","3124565","Montgomery County","A","+37173588","-080395328","06",,,322,211,228,249,286,36,198,30
"G5101250","2000","US","3","5","Virginia","51","Nelson","125",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1223392987","5060260","Nelson County","A","+37787464","-078866744","06",,,88,30,71,34,61,27,54,17
"G5101270","2000","US","3","5","Virginia","51","New Kent","127",,,,,"0",,,,,,,,,,,,,"6760","99","N","9999","9999","9",,,,,,,,,"542722137","36090072","New Kent County","A","+37487695","-077001389","06",,,8,0,54,0,4,0,54,0
"G5101310","2000","US","3","5","Virginia","51","Northampton","131",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"537097052","1522829623","Northampton County","A","+37358670","-075930044","06",,,219,55,59,43,197,22,49,10
"G5101330","2000","US","3","5","Virginia","51","Northumberland","133",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"498059931","241809705","Northumberland County","A","+37867360","-076372080","06",,,9,0,5,0,9,0,5,0
"G5101350","2000","US","3","5","Virginia","51","Nottoway","135",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"814945772","3753158","Nottoway County","A","+37129584","-078069728","06",,,112,29,8,31,112,0,8,0
"G5101370","2000","US","3","5","Virginia","51","Orange","137",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"885008655","4412804","Orange County","A","+38241950","-078052767","06",,,52,69,75,41,52,0,75,0
"G5101390","2000","US","3","5","Virginia","51","Page","139",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"805810173","7685321","Page County","A","+38613462","-078488469","06",,,55,3,25,10,55,0,25,0
"G5101410","2000","US","3","5","Virginia","51","Patrick","141",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1251334788","7050380","Patrick County","A","+36666055","-080285880","06",,,63,31,56,37,63,0,56,0
"G5101430","2000","US","3","5","Virginia","51","Pittsylvania","143",,,,,"0",,,,,,,,,,,,,"1950","99","N","9999","9999","9",,,,,,,,,"2514256676","19206311","Pittsylvania County","A","+36823723","-079406928","06",,,181,92,79,131,171,0,74,5
"G5101450","2000","US","3","5","Virginia","51","Powhatan","145",,,,,"0",,,,,,,,,,,,,"6760","99","N","9999","9999","9",,,,,,,,,"676706853","2907626","Powhatan County","A","+37553017","-077882091","06",,,41,27,28,4,41,0,28,0
"G5101470","2000","US","3","5","Virginia","51","Prince Edward","147",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"913652419","2813261","Prince Edward County","A","+37249952","-078429381","06",,,22,22,47,36,17,5,36,11
"G5101490","2000","US","3","5","Virginia","51","Prince George","149",,,,,"0",,,,,,,,,,,,,"6760","99","N","9999","9999","9",,,,,,,,,"687943634","42031732","Prince George County","A","+37203653","-077262969","06",,,515,328,358,156,155,11,168,30
"G5101530","2000","US","3","5","Virginia","51","Prince William","153",,,,,"0",,,,,,,,,,,,,"8872","97","N","8840","9999","9",,,,,,,,,"874855263","27399358","Prince William County","A","+38695694","-077409773","06",,,7849,2016,4914,3415,7137,301,4600,269
"G5101550","2000","US","3","5","Virginia","51","Pulaski","155",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"830262288","23375089","Pulaski County","A","+37067783","-080707076","06",,,96,10,26,42,96,0,26,0
"G5101570","2000","US","3","5","Virginia","51","Rappahannock","157",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"690419837","672567","Rappahannock County","A","+38687455","-078168325","06",,,36,3,36,33,36,0,18,18
"G5101590","2000","US","3","5","Virginia","51","Richmond","159",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"495873585","64541178","Richmond County","A","+37926608","-076733047","06",,,34,129,46,20,33,1,41,5
"G5101610","2000","US","3","5","Virginia","51","Roanoke","161",,,,,"0",,,,,,,,,,,,,"6800","99","N","9999","9999","9",,,,,,,,,"649738871","461376","Roanoke County","A","+37250378","-080000204","06",,,288,139,191,178,273,7,170,21
"G5101630","2000","US","3","5","Virginia","51","Rockbridge","163",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1553026103","3499935","Rockbridge County","A","+37804403","-079437667","06",,,58,28,10,23,40,18,10,0
"G5101650","2000","US","3","5","Virginia","51","Rockingham","165",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2204468897","5554653","Rockingham County","A","+38466513","-078844380","06",,,636,230,265,209,604,29,251,14
"G5101670","2000","US","3","5","Virginia","51","Russell","167",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1229359383","5458952","Russell County","A","+36925979","-082117323","06",,,36,117,19,37,28,8,18,1
"G5101690","2000","US","3","5","Virginia","51","Scott","169",,,,,"0",,,,,,,,,,,,,"3660","99","N","9999","9999","9",,,,,,,,,"1389736255","5306693","Scott County","A","+36698660","-082594229","06",,,10,10,6,11,10,0,6,0
"G5101710","2000","US","3","5","Virginia","51","Shenandoah","171",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1326604360","836222","Shenandoah County","A","+38862837","-078551862","06",,,437,69,163,117,429,8,150,2
"G5101730","2000","US","3","5","Virginia","51","Smyth","173",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1170900626","565693","Smyth County","A","+36831323","-081554293","06",,,33,22,61,37,33,0,61,0
"G5101750","2000","US","3","5","Virginia","51","Southampton","175",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1552841242","7244547","Southampton County","A","+36706520","-077089003","06",,,10,1,7,14,10,0,7,0
"G5101770","2000","US","3","5","Virginia","51","Spotsylvania","177",,,,,"0",,,,,,,,,,,,,"8872","97","N","8840","9999","9",,,,,,,,,"1038226922","29547326","Spotsylvania County","A","+38213368","-077597625","06",,,708,90,497,223,663,0,491,6
"G5101790","2000","US","3","5","Virginia","51","Stafford","179",,,,,"0",,,,,,,,,,,,,"8872","97","N","8840","9999","9",,,,,,,,,"700205624","24848968","Stafford County","A","+38394099","-077431522","06",,,871,134,699,347,644,25,654,14
"G5101810","2000","US","3","5","Virginia","51","Surry","181",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"722837207","80851177","Surry County","A","+37111675","-076893578","06",,,1,1,32,11,0,1,30,2
"G5101830","2000","US","3","5","Virginia","51","Sussex","183",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1270983449","5442975","Sussex County","A","+36926522","-077258464","06",,,31,7,21,14,31,0,21,0
"G5101850","2000","US","3","5","Virginia","51","Tazewell","185",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1346127553","383086","Tazewell County","A","+37141879","-081568540","06",,,54,0,33,33,54,0,24,9
"G5101870","2000","US","3","5","Virginia","51","Warren","187",,,,,"0",,,,,,,,,,,,,"8872","97","N","8840","9999","9",,,,,,,,,"553475290","6801692","Warren County","A","+38924956","-078184419","06",,,113,16,96,36,113,0,86,10
"G5101910","2000","US","3","5","Virginia","51","Washington","191",,,,,"0",,,,,,,,,,,,,"3660","99","N","9999","9999","9",,,,,,,,,"1457801914","8083506","Washington County","A","+36712823","-081958680","06",,,46,21,33,21,46,0,33,0
"G5101930","2000","US","3","5","Virginia","51","Westmoreland","193",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"593575171","60760773","Westmoreland County","A","+38155600","-076832067","06",,,205,45,45,73,196,9,45,0
"G5101950","2000","US","3","5","Virginia","51","Wise","195",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1046464808","3053391","Wise County","A","+36953238","-082623990","06",,,43,45,28,51,43,0,28,0
"G5101970","2000","US","3","5","Virginia","51","Wythe","197",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1199792453","3556294","Wythe County","A","+36925723","-081082048","06",,,26,14,0,62,26,0,0,0
"G5101990","2000","US","3","5","Virginia","51","York","199",,,,,"0",,,,,,,,,,,,,"5720","99","N","9999","9999","9",,,,,,,,,"273631204","284562332","York County","A","+37193689","-076504041","06",,,302,23,344,183,167,20,326,14
"G5105100","2000","US","3","5","Virginia","51","Alexandria City","510",,,,,"9",,,,,,,,,,,,,"8872","97","N","8840","9999","9",,,,,,,,,"39310427","595095","Alexandria city","F","+38816242","-077071282","08",,,5618,2023,4202,2357,5321,250,3904,264
"G5105150","2000","US","3","5","Virginia","51","Bedford City","515",,,,,"9",,,,,,,,,,,,,"4640","99","N","9999","9999","9",,,,,,,,,"17839806","33230","Bedford city","F","+37334591","-079522783","08",,,9,10,0,0,9,0,0,0
"G5105200","2000","US","3","5","Virginia","51","Bristol City","520",,,,,"9",,,,,,,,,,,,,"3660","99","N","9999","9999","9",,,,,,,,,"33408015","688883","Bristol city","F","+36611116","-082176193","08",,,38,14,50,28,38,0,37,13
"G5105300","2000","US","3","5","Virginia","51","Buena Vista City","530",,,,,"9",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"17691506","0","Buena Vista city","F","+37732184","-079353325","08",,,0,4,5,0,0,0,5,0
"G5105400","2000","US","3","5","Virginia","51","Charlottesville City","540",,,,,"9",,,,,,,,,,,,,"1540","99","N","9999","9999","9",,,,,,,,,"26579341","0","Charlottesville city","F","+38034506","-078486474","08",,,343,162,217,210,321,22,217,0
"G5105500","2000","US","3","5","Virginia","51","Chesapeake City","550",,,,,"9",,,,,,,,,,,,,"5720","99","N","9999","9999","9",,,,,,,,,"882457445","26367516","Chesapeake city","F","+36767398","-076287405","08",,,1069,297,666,549,751,36,632,14
"G5105600","2000","US","3","5","Virginia","51","Clifton Forge City","560",,,,,"9",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"8006155","11261","Clifton Forge city","F","+37819801","-079823584","08",,,5,0,8,0,5,0,0,8
"G5105700","2000","US","3","5","Virginia","51","Colonial Heights City","570",,,,,"9",,,,,,,,,,,,,"6760","99","N","9999","9999","9",,,,,,,,,"19361816","802324","Colonial Heights city","F","+37262257","-077402728","08",,,114,12,82,13,102,5,82,0
"G5105800","2000","US","3","5","Virginia","51","Covington City","580",,,,,"9",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"14689470","0","Covington city","F","+37786225","-079988817","08",,,27,14,24,9,27,0,24,0
"G5105900","2000","US","3","5","Virginia","51","Danville City","590",,,,,"9",,,,,,,,,,,,,"1950","99","N","9999","9999","9",,,,,,,,,"111527387","2269642","Danville city","F","+36587238","-079404404","08",,,172,73,41,87,157,15,29,12
"G5105950","2000","US","3","5","Virginia","51","Emporia City","595",,,,,"9",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"17852615","191800","Emporia city","F","+36693018","-077538090","08",,,59,37,55,18,59,0,55,0
"G5106000","2000","US","3","5","Virginia","51","Fairfax City","600",,,,,"9",,,,,,,,,,,,,"8872","97","N","8840","9999","9",,,,,,,,,"16343135","0","Fairfax city","F","+38852612","-077304377","08",,,918,233,664,329,858,55,640,24
"G5106100","2000","US","3","5","Virginia","51","Falls Church City","610",,,,,"9",,,,,,,,,,,,,"8872","97","N","8840","9999","9",,,,,,,,,"5143012","0","Falls Church city","F","+38884481","-077176155","08",,,219,100,230,120,206,13,215,15
"G5106200","2000","US","3","5","Virginia","51","Franklin City","620",,,,,"9",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"21633451","121516","Franklin city","F","+36674954","-076930799","08",,,27,0,3,13,27,0,3,0
"G5106300","2000","US","3","5","Virginia","51","Fredericksburg City","630",,,,,"9",,,,,,,,,,,,,"8872","97","N","8840","9999","9",,,,,,,,,"27240815","11569","Fredericksburg city","F","+38301829","-077470778","08",,,338,49,256,72,275,49,195,61
"G5106400","2000","US","3","5","Virginia","51","Galax City","640",,,,,"9",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"21311140","0","Galax city","F","+36664675","-080920275","08",,,261,59,71,117,261,0,71,0
"G5106500","2000","US","3","5","Virginia","51","Hampton City","650",,,,,"9",,,,,,,,,,,,,"5720","99","N","9999","9999","9",,,,,,,,,"134112964","218719814","Hampton city","F","+37034946","-076360126","08",,,795,483,885,653,544,39,726,40
"G5106600","2000","US","3","5","Virginia","51","Harrisonburg City","660",,,,,"9",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"45483574","75836","Harrisonburg city","F","+38443279","-078872759","08",,,1155,434,487,523,1066,79,399,80
"G5106700","2000","US","3","5","Virginia","51","Hopewell City","670",,,,,"9",,,,,,,,,,,,,"6760","99","N","9999","9999","9",,,,,,,,,"26530144","1503140","Hopewell city","F","+37290399","-077303371","08",,,166,121,90,35,158,0,73,17
"G5106780","2000","US","3","5","Virginia","51","Lexington City","678",,,,,"9",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"6458555","0","Lexington city","F","+37782938","-079445198","08",,,8,70,18,22,8,0,18,0
"G5106800","2000","US","3","5","Virginia","51","Lynchburg City","680",,,,,"9",,,,,,,,,,,,,"4640","99","N","9999","9999","9",,,,,,,,,"127921739","947003","Lynchburg city","F","+37403672","-079170205","08",,,232,135,194,149,204,28,184,10
"G5106830","2000","US","3","5","Virginia","51","Manassas City","683",,,,,"9",,,,,,,,,,,,,"8872","97","N","8840","9999","9",,,,,,,,,"25727953","57532","Manassas city","F","+38751415","-077476396","08",,,1592,487,906,613,1520,54,857,49
"G5106850","2000","US","3","5","Virginia","51","Manassas Park City","685",,,,,"9",,,,,,,,,,,,,"8872","97","N","8840","9999","9",,,,,,,,,"6454537","0","Manassas Park city","F","+38773564","-077453542","08",,,423,161,283,191,401,22,255,28
"G5106900","2000","US","3","5","Virginia","51","Martinsville City","690",,,,,"9",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"28375210","134337","Martinsville city","F","+36686143","-079869171","08",,,146,21,67,25,128,5,50,17
"G5107000","2000","US","3","5","Virginia","51","Newport News City","700",,,,,"9",,,,,,,,,,,,,"5720","99","N","9999","9999","9",,,,,,,,,"176881042","131458568","Newport News city","F","+37071046","-076484557","08",,,1966,403,1664,1125,1169,60,1390,68
"G5107100","2000","US","3","5","Virginia","51","Norfolk City","710",,,,,"9",,,,,,,,,,,,,"5720","99","N","9999","9999","9",,,,,,,,,"139155107","110271113","Norfolk city","F","+36885747","-076259900","08",,,3452,474,1776,974,1176,70,1097,208
"G5107200","2000","US","3","5","Virginia","51","Norton City","720",,,,,"9",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"19501536","0","Norton city","F","+36936805","-082625146","08",,,0,2,3,3,0,0,3,0
"G5107300","2000","US","3","5","Virginia","51","Petersburg City","730",,,,,"9",,,,,,,,,,,,,"6760","99","N","9999","9999","9",,,,,,,,,"59260966","789462","Petersburg city","F","+37212950","-077400417","08",,,125,39,120,95,89,0,68,4
"G5107350","2000","US","3","5","Virginia","51","Poquoson City","735",,,,,"9",,,,,,,,,,,,,"5720","99","N","9999","9999","9",,,,,,,,,"40186651","162933240","Poquoson city","F","+37133153","-076373881","08",,,39,3,28,7,36,0,24,4
"G5107400","2000","US","3","5","Virginia","51","Portsmouth City","740",,,,,"9",,,,,,,,,,,,,"5720","99","N","9999","9999","9",,,,,,,,,"85885150","34863486","Portsmouth city","F","+36831298","-076345641","08",,,651,137,327,224,347,26,254,24
"G5107500","2000","US","3","5","Virginia","51","Radford City","750",,,,,"9",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"25429628","961866","Radford city","F","+37127585","-080569523","08",,,38,53,44,75,31,7,44,0
"G5107600","2000","US","3","5","Virginia","51","Richmond City","760",,,,,"9",,,,,,,,,,,,,"6760","99","N","9999","9999","9",,,,,,,,,"155581363","6418229","Richmond city","F","+37538346","-077461507","08",,,1857,583,917,763,1694,125,794,119
"G5107700","2000","US","3","5","Virginia","51","Roanoke City","770",,,,,"9",,,,,,,,,,,,,"6800","99","N","9999","9999","9",,,,,,,,,"111070256","71960","Roanoke city","F","+37276895","-079955711","08",,,401,110,204,102,371,18,180,24
"G5107750","2000","US","3","5","Virginia","51","Salem City","775",,,,,"9",,,,,,,,,,,,,"6800","99","N","9999","9999","9",,,,,,,,,"37783681","0","Salem city","F","+37286895","-080055836","08",,,101,16,31,40,95,6,31,0
"G5107900","2000","US","3","5","Virginia","51","Staunton City","790",,,,,"9",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"51043823","0","Staunton city","F","+38157920","-079076450","08",,,83,24,65,43,82,1,58,7
"G5108000","2000","US","3","5","Virginia","51","Suffolk City","800",,,,,"9",,,,,,,,,,,,,"5720","99","N","9999","9999","9",,,,,,,,,"1036048206","75234666","Suffolk city","F","+36741347","-076609881","08",,,178,34,204,147,147,0,178,26
"G5108100","2000","US","3","5","Virginia","51","Virginia Beach City","810",,,,,"9",,,,,,,,,,,,,"5720","99","N","9999","9999","9",,,,,,,,,"643073238","644994920","Virginia Beach city","F","+36834498","-076087179","08",,,5073,885,3960,2117,3052,165,3274,324
"G5108200","2000","US","3","5","Virginia","51","Waynesboro City","820",,,,,"9",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"39783124","49217","Waynesboro city","F","+38069874","-078894517","08",,,183,85,98,42,134,12,79,19
"G5108300","2000","US","3","5","Virginia","51","Williamsburg City","830",,,,,"9",,,,,,,,,,,,,"5720","99","N","9999","9999","9",,,,,,,,,"22131351","334423","Williamsburg city","F","+37274882","-076708339","08",,,75,27,80,26,65,10,43,37
"G5108400","2000","US","3","5","Virginia","51","Winchester City","840",,,,,"9",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"24176117","0","Winchester city","F","+39178355","-078166771","08",,,562,180,257,98,549,13,249,8
"G5300010","2000","US","4","9","Washington","53","Adams","001",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"4985625808","12242664","Adams County","A","+46968101","-118683987","06",,,1906,607,1198,1014,1696,210,980,218
"G5300030","2000","US","4","9","Washington","53","Asotin","003",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1645531749","13837868","Asotin County","A","+46305908","-117115067","06",,,44,47,95,25,36,8,95,0
"G5300050","2000","US","4","9","Washington","53","Benton","005",,,,,"0",,,,,,,,,,,,,"6740","99","N","9999","9999","9",,,,,,,,,"4410986706","147711486","Benton County","A","+46248840","-119385012","06",,,4066,1448,2995,2076,3684,382,2544,451
"G5300070","2000","US","4","9","Washington","53","Chelan","007",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"7566304813","187133390","Chelan County","A","+47640411","-120420110","06",,,3232,950,2431,1031,2503,729,1724,707
"G5300090","2000","US","4","9","Washington","53","Clallam","009",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"4505160719","2410998360","Clallam County","A","+48098215","-123824892","06",,,527,295,291,295,459,60,251,40
"G5300110","2000","US","4","9","Washington","53","Clark","011",,,,,"0",,,,,,,,,,,,,"6442","79","N","6440","9999","9",,,,,,,,,"1627086954","72502560","Clark County","A","+45692187","-122547831","06",,,4051,1189,2723,2086,3745,306,2484,239
"G5300130","2000","US","4","9","Washington","53","Columbia","013",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2250218881","12210833","Columbia County","A","+46337053","-117958346","06",,,63,15,51,20,53,10,51,0
"G5300150","2000","US","4","9","Washington","53","Cowlitz","015",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2949072393","71715831","Cowlitz County","A","+46172511","-122748267","06",,,1120,385,543,396,935,128,434,109
"G5300170","2000","US","4","9","Washington","53","Douglas","017",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"4715142292","72948216","Douglas County","A","+47670775","-119888547","06",,,1546,433,1068,717,1284,257,814,254
