GISJOIN,YEAR,STUSAB,ANRCA,AIANHHA,RES_ONLYA,TRUSTA,AIANCC,RES_TRSTA,BLCK_GRPA,TRACTA,CD101A,C_CITYA,CMSA,COUNTY,COUNTYA,CTY_SUBA,COUSUBCC,DIVISIONA,MSA_CMSAA,PLACEA,PLACECC,PLACEDC,PMSAA,REGIONA,STATE,STATEA,URBRURALA,URB_AREAA,ZIPA,CD103A,AREALAND,AREAWAT,ANPSADPI,FUNCSTAT,INTPTLAT,INTPTLNG,PSADC,E4K001,E4K002,E4K003,E4K004,E4K005,E4K006,E4K007,E4K008
"G4700890","1990","TN",,,,,,,,,,,"99","Jefferson","089",,,"6","3840",,,,"9999","3","Tennessee","47",,,,,"0000709213","0000104924","Jefferson County","A","+36050118","-083447215","06",0,11,6,5,0,30,2,17
"G4700910","1990","TN",,,,,,,,,,,"99","Johnson","091",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0000773101","0000011038","Johnson County","A","+36457805","-081858900","06",0,0,0,2,0,4,0,0
"G4700930","1990","TN",,,,,,,,,,,"99","Knox","093",,,"6","3840",,,,"9999","3","Tennessee","47",,,,,"0001316994","0000044862","Knox County","A","+35992500","-083937408","06",8,480,52,152,0,437,36,324
"G4700950","1990","TN",,,,,,,,,,,"99","Lake","095",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0000423282","0000078686","Lake County","A","+36341338","-089492300","06",0,3,0,14,0,3,0,5
"G4700970","1990","TN",,,,,,,,,,,"99","Lauderdale","097",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001218546","0000095031","Lauderdale County","A","+35757434","-089634774","06",0,56,2,34,0,32,14,15
"G4700990","1990","TN",,,,,,,,,,,"99","Lawrence","099",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001598590","0000001919","Lawrence County","A","+35223766","-087393263","06",0,33,0,7,0,22,0,16
"G4701010","1990","TN",,,,,,,,,,,"99","Lewis","101",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0000730678","0000000991","Lewis County","A","+35521788","-087494841","06",0,0,0,0,0,24,0,0
"G4701030","1990","TN",,,,,,,,,,,"99","Lincoln","103",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001477054","0000001012","Lincoln County","A","+35140702","-086588480","06",0,32,0,4,0,11,8,35
"G4701050","1990","TN",,,,,,,,,,,"99","Loudon","105",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0000592116","0000047723","Loudon County","A","+35734401","-084312001","06",0,15,0,0,0,14,10,26
"G4701070","1990","TN",,,,,,,,,,,"99","McMinn","107",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001114470","0000005029","McMinn County","A","+35424689","-084618065","06",0,11,0,0,0,22,0,25
"G4701090","1990","TN",,,,,,,,,,,"99","McNairy","109",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001450609","0000002050","McNairy County","A","+35175253","-088564230","06",0,7,0,0,0,3,2,11
"G4701110","1990","TN",,,,,,,,,,,"99","Macon","111",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0000795509","0000000149","Macon County","A","+36529292","-086005371","06",0,6,0,0,0,0,0,7
"G4701130","1990","TN",,,,,,,,,,,"99","Madison","113",,,"6","3580",,,,"9999","3","Tennessee","47",,,,,"0001442933","0000004038","Madison County","A","+35608057","-088838707","06",0,52,0,56,0,40,12,70
"G4701150","1990","TN",,,,,,,,,,,"99","Marion","115",,,"6","1560",,,,"9999","3","Tennessee","47",,,,,"0001294581","0000036154","Marion County","A","+35127629","-085610305","06",0,19,8,16,0,15,0,22
"G4701170","1990","TN",,,,,,,,,,,"99","Marshall","117",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0000972258","0000001931","Marshall County","A","+35467106","-086766868","06",0,17,0,7,0,20,0,0
"G4701190","1990","TN",,,,,,,,,,,"99","Maury","119",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001587463","0000006865","Maury County","A","+35615798","-087076364","06",0,44,6,5,0,7,0,6
"G4701210","1990","TN",,,,,,,,,,,"99","Meigs","121",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0000504717","0000056781","Meigs County","A","+35514694","-084810033","06",0,0,0,0,0,0,0,9
"G4701230","1990","TN",,,,,,,,,,,"99","Monroe","123",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001645293","0000045677","Monroe County","A","+35447590","-084250833","06",0,34,0,7,0,30,14,30
"G4701250","1990","TN",,,,,,,,,,,"99","Montgomery","125",,,"6","1660",,,,"9999","3","Tennessee","47",,,,,"0001396427","0000012204","Montgomery County","A","+36495480","-087381542","06",744,288,54,80,63,300,73,253
"G4701270","1990","TN",,,,,,,,,,,"99","Moore","127",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0000334552","0000003122","Moore County","N","+35284220","-086357414","06",0,0,0,0,0,0,0,5
"G4701290","1990","TN",,,,,,,,,,,"99","Morgan","129",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001352162","0000000887","Morgan County","A","+36131087","-084641665","06",0,0,0,44,0,7,5,29
"G4701310","1990","TN",,,,,,,,,,,"99","Obion","131",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001411418","0000027016","Obion County","A","+36361447","-089146594","06",0,49,3,0,0,24,0,12
"G4701330","1990","TN",,,,,,,,,,,"99","Overton","133",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001122411","0000003798","Overton County","A","+36343800","-085285354","06",0,21,0,0,0,24,4,0
"G4701350","1990","TN",,,,,,,,,,,"99","Perry","135",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001074655","0000020726","Perry County","A","+35635531","-087868156","06",0,2,0,0,0,2,0,5
"G4701370","1990","TN",,,,,,,,,,,"99","Pickett","137",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0000421933","0000030203","Pickett County","A","+36558238","-085079045","06",0,0,0,6,0,1,0,7
"G4701390","1990","TN",,,,,,,,,,,"99","Polk","139",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001126925","0000018855","Polk County","A","+35126323","-084515542","06",0,11,0,2,0,25,0,9
"G4701410","1990","TN",,,,,,,,,,,"99","Putnam","141",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001038501","0000003818","Putnam County","A","+36139518","-085496221","06",0,113,13,43,0,86,6,68
"G4701430","1990","TN",,,,,,,,,,,"99","Rhea","143",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0000818310","0000052972","Rhea County","A","+35608595","-084918053","06",0,53,2,13,0,14,2,17
"G4701450","1990","TN",,,,,,,,,,,"99","Roane","145",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0000934973","0000088055","Roane County","A","+35847249","-084522972","06",0,29,8,10,0,66,0,41
"G4701470","1990","TN",,,,,,,,,,,"99","Robertson","147",,,"6","5360",,,,"9999","3","Tennessee","47",,,,,"0001234170","0000000527","Robertson County","A","+36525008","-086870201","06",0,18,8,0,0,29,0,19
"G4701490","1990","TN",,,,,,,,,,,"99","Rutherford","149",,,"6","5360",,,,"9999","3","Tennessee","47",,,,,"0001603140","0000013014","Rutherford County","A","+35843234","-086416543","06",0,254,32,73,0,220,0,54
"G4701510","1990","TN",,,,,,,,,,,"99","Scott","151",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001378193","0000002916","Scott County","A","+36433287","-084513935","06",0,0,0,0,0,0,0,0
"G4701530","1990","TN",,,,,,,,,,,"99","Sequatchie","153",,,"6","1560",,,,"9999","3","Tennessee","47",,,,,"0000688589","0000000460","Sequatchie County","A","+35369655","-085412463","06",0,0,0,0,0,0,0,0
"G4701550","1990","TN",,,,,,,,,,,"99","Sevier","155",,,"6","3840",,,,"9999","3","Tennessee","47",,,,,"0001534134","0000014085","Sevier County","A","+35782564","-083520848","06",0,78,0,21,0,99,11,38
"G4701570","1990","TN",,,,,,,,,,,"99","Shelby","157",,,"6","4920",,,,"9999","3","Tennessee","47",,,,,"0001955117","0000074635","Shelby County","A","+35184300","-089892262","06",514,1422,84,744,37,1055,89,846
"G4701590","1990","TN",,,,,,,,,,,"99","Smith","159",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0000814395","0000028328","Smith County","A","+36248527","-085957049","06",0,4,0,6,0,21,0,6
"G4701610","1990","TN",,,,,,,,,,,"99","Stewart","161",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001185442","0000091996","Stewart County","A","+36499703","-087837981","06",0,0,0,33,0,8,0,0
"G4701630","1990","TN",,,,,,,,,,,"99","Sullivan","163",,,"6","3660",,,,"9999","3","Tennessee","47",,,,,"0001069793","0000043160","Sullivan County","A","+36514955","-082299835","06",0,91,0,20,0,76,0,63
"G4701650","1990","TN",,,,,,,,,,,"99","Sumner","165",,,"6","5360",,,,"9999","3","Tennessee","47",,,,,"0001371018","0000035761","Sumner County","A","+36467611","-086456380","06",0,76,18,31,0,108,0,49
"G4701670","1990","TN",,,,,,,,,,,"99","Tipton","167",,,"6","4920",,,,"9999","3","Tennessee","47",,,,,"0001189825","0000039791","Tipton County","A","+35492198","-089757474","06",5,30,0,16,0,24,29,24
"G4701690","1990","TN",,,,,,,,,,,"99","Trousdale","169",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0000295907","0000006227","Trousdale County","A","+36393167","-086156392","06",0,20,0,0,0,6,0,2
"G4701710","1990","TN",,,,,,,,,,,"99","Unicoi","171",,,"6","3660",,,,"9999","3","Tennessee","47",,,,,"0000482109","0000000908","Unicoi County","A","+36103068","-082427883","06",0,31,0,8,0,0,0,12
"G4701730","1990","TN",,,,,,,,,,,"99","Union","173",,,"6","3840",,,,"9999","3","Tennessee","47",,,,,"0000579054","0000061050","Union County","A","+36281919","-083838534","06",0,8,0,18,0,5,0,33
"G4701750","1990","TN",,,,,,,,,,,"99","Van Buren","175",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0000708299","0000002943","Van Buren County","A","+35693182","-085462045","06",0,0,3,5,0,1,0,6
"G4701770","1990","TN",,,,,,,,,,,"99","Warren","177",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001120696","0000003662","Warren County","A","+35677516","-085776728","06",10,81,0,19,0,26,0,22
"G4701790","1990","TN",,,,,,,,,,,"99","Washington","179",,,"6","3660",,,,"9999","3","Tennessee","47",,,,,"0000844918","0000009032","Washington County","A","+36293700","-082497179","06",0,172,14,36,0,47,0,90
"G4701810","1990","TN",,,,,,,,,,,"99","Wayne","181",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001901114","0000004231","Wayne County","A","+35235790","-087786972","06",0,2,0,0,0,10,0,0
"G4701830","1990","TN",,,,,,,,,,,"99","Weakley","183",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001502920","0000004076","Weakley County","A","+36294905","-088716884","06",0,20,0,0,0,27,0,9
"G4701850","1990","TN",,,,,,,,,,,"99","White","185",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0000975760","0000007261","White County","A","+35926720","-085454978","06",0,12,0,9,0,23,9,8
"G4701870","1990","TN",,,,,,,,,,,"99","Williamson","187",,,"6","5360",,,,"9999","3","Tennessee","47",,,,,"0001509267","0000002433","Williamson County","A","+35893759","-086899195","06",0,145,0,12,0,88,0,48
"G4701890","1990","TN",,,,,,,,,,,"99","Wilson","189",,,"6","5360",,,,"9999","3","Tennessee","47",,,,,"0001477946","0000032712","Wilson County","A","+36157815","-086298660","06",6,92,15,7,0,144,0,83
"G4800010","1990","TX",,,,,,,,,,,"99","Anderson","001",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0002773689","0000018429","Anderson County","A","+31812084","-095647441","06",0,474,43,1931,0,282,23,168
"G4800030","1990","TX",,,,,,,,,,,"99","Andrews","003",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0003886893","0000000935","Andrews County","A","+32298585","-102639393","06",0,1046,93,166,0,475,94,776
"G4800050","1990","TX",,,,,,,,,,,"99","Angelina","005",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0002076207","0000162883","Angelina County","A","+31256099","-094606858","06",0,1415,108,208,0,628,57,821
"G4800070","1990","TX",,,,,,,,,,,"99","Aransas","007",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0000652561","0000714972","Aransas County","A","+28095649","-096987988","06",0,855,86,218,0,501,93,637
"G4800090","1990","TX",,,,,,,,,,,"99","Archer","009",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0002356297","0000041667","Archer County","A","+33614468","-098690961","06",0,46,0,6,0,19,2,22
"G4800110","1990","TX",,,,,,,,,,,"99","Armstrong","011",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0002366417","0000000459","Armstrong County","A","+34965951","-101352778","06",0,23,0,0,0,16,4,16
"G4800130","1990","TX",,,,,,,,,,,"99","Atascosa","013",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0003191432","0000009101","Atascosa County","A","+28889887","-098527509","06",20,3165,478,1514,0,1916,252,3099
"G4800150","1990","TX",,,,,,,,,,,"99","Austin","015",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0001690361","0000009793","Austin County","A","+29883407","-096277412","06",13,480,61,133,0,217,52,280
"G4800170","1990","TX",,,,,,,,,,,"99","Bailey","017",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0002141280","0000001774","Bailey County","A","+34067427","-102829715","06",0,804,43,206,0,413,56,516
"G4800190","1990","TX",,,,,,,,,,,"99","Bandera","019",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0002050685","0000015103","Bandera County","A","+29736098","-099230642","06",6,305,9,120,0,202,0,184
"G4800210","1990","TX",,,,,,,,,,,"99","Bastrop","021",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0002301089","0000019520","Bastrop County","A","+30103798","-097311543","06",0,1524,152,707,1,988,146,856
"G4800230","1990","TX",,,,,,,,,,,"99","Baylor","023",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0002255460","0000078328","Baylor County","A","+33626664","-099215518","06",0,72,13,17,0,22,13,34
"G4800250","1990","TX",,,,,,,,,,,"99","Bee","025",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0002279780","0000000441","Bee County","A","+28417263","-097740424","06",57,2330,420,1200,0,1769,285,2461
"G4800270","1990","TX",,,,,,,,,,,"99","Bell","027",,,"7","3810",,,,"9999","3","Texas","48",,,,,"0002742779","0000073042","Bell County","A","+31037453","-097475901","06",1940,4405,441,1276,183,3256,496,3622
"G4800290","1990","TX",,,,,,,,,,,"99","Bexar","029",,,"7","7240",,,,"9999","3","Texas","48",,,,,"0003229537","0000025466","Bexar County","A","+29448583","-098519868","06",3621,123732,16276,46848,794,102644,11890,96272
"G4800310","1990","TX",,,,,,,,,,,"99","Blanco","031",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0001842259","0000005606","Blanco County","A","+30267305","-098399450","06",0,204,4,44,0,140,27,101
"G4800330","1990","TX",,,,,,,,,,,"99","Borden","033",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0002328052","0000018766","Borden County","A","+32739076","-101426367","06",0,28,1,3,0,5,2,21
"G4800350","1990","TX",,,,,,,,,,,"99","Bosque","035",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0002562226","0000034811","Bosque County","A","+31901794","-097629102","06",0,359,51,78,0,243,16,187
"G4800370","1990","TX",,,,,,,,,,,"99","Bowie","037",,,"7","8360",,,,"9999","3","Texas","48",,,,,"0002299765","0000090364","Bowie County","A","+33445682","-094422660","06",0,155,0,444,0,178,36,88
"G4800390","1990","TX",,,,,,,,,,,"42","Brazoria","039",,,"7","3362",,,,"1145","3","Texas","48",,,,,"0003592032","0000545601","Brazoria County","A","+29169166","-095435296","06",30,8565,448,3081,0,4618,338,4500
"G4800410","1990","TX",,,,,,,,,,,"99","Brazos","041",,,"7","1260",,,,"9999","3","Texas","48",,,,,"0001517291","0000011705","Brazos County","A","+30661650","-096300526","06",16,4138,294,1835,0,2575,262,2412
"G4800430","1990","TX",,,,,,,,,,,"99","Brewster","043",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0016039987","0000000458","Brewster County","A","+29807048","-103245707","06",0,839,128,355,0,625,39,725
"G4800450","1990","TX",,,,,,,,,,,"99","Briscoe","045",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0002331784","0000003454","Briscoe County","A","+34525630","-101206877","06",0,83,18,24,0,38,4,60
"G4800470","1990","TX",,,,,,,,,,,"99","Brooks","047",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0002443263","0000000848","Brooks County","A","+27041691","-098211783","06",0,1384,247,740,0,1062,111,1572
"G4800490","1990","TX",,,,,,,,,,,"99","Brown","049",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0002444929","0000033776","Brown County","A","+31771917","-098998381","06",2,734,137,305,0,502,81,494
"G4800510","1990","TX",,,,,,,,,,,"99","Burleson","051",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0001723945","0000031646","Burleson County","A","+30493350","-096621407","06",0,343,72,132,0,227,49,318
"G4800530","1990","TX",,,,,,,,,,,"99","Burnet","053",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0002577809","0000064448","Burnet County","A","+30783602","-098184677","06",0,486,56,91,0,410,15,307
"G4800550","1990","TX",,,,,,,,,,,"99","Caldwell","055",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0001413589","0000004331","Caldwell County","A","+29836706","-097613817","06",5,2163,305,855,0,1535,205,1533
"G4800570","1990","TX",,,,,,,,,,,"99","Calhoun","057",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0001327014","0001346497","Calhoun County","A","+28436184","-096605182","06",10,1496,190,575,0,940,101,1279
"G4800590","1990","TX",,,,,,,,,,,"99","Callahan","059",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0002327622","0000006836","Callahan County","A","+32291665","-099371110","06",4,118,13,17,0,62,4,82
"G4800610","1990","TX",,,,,,,,,,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,,"0002345421","0000960512","Cameron County","A","+26149481","-097449175","06",93,37221,7110,19958,12,30903,5055,39102
"G4800630","1990","TX",,,,,,,,,,,"99","Camp","063",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0000511595","0000014729","Camp County","A","+32973045","-094978874","06",0,198,8,1,0,37,5,74
"G4800650","1990","TX",,,,,,,,,,,"99","Carson","065",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0002391191","0000002350","Carson County","A","+35405426","-101354862","06",0,75,5,14,0,42,0,65
"G4800670","1990","TX",,,,,,,,,,,"99","Cass","067",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0002428037","0000059419","Cass County","A","+33071051","-094345845","06",3,117,11,19,0,54,0,64
"G4800690","1990","TX",,,,,,,,,,,"99","Castro","069",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0002326914","0000002494","Castro County","A","+34534122","-102256718","06",0,851,102,197,0,449,25,802
"G4800710","1990","TX",,,,,,,,,,,"99","Chambers","071",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0001552351","0000697298","Chambers County","A","+29703602","-094679441","06",0,370,9,45,0,61,7,177
"G4800730","1990","TX",,,,,,,,,,,"99","Cherokee","073",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0002725504","0000025133","Cherokee County","A","+31835463","-095166649","06",0,946,54,150,0,230,14,243
"G4800750","1990","TX",,,,,,,,,,,"99","Childress","075",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0001839895","0000008477","Childress County","A","+34536440","-100202132","06",0,185,32,53,0,25,4,184
"G4800770","1990","TX",,,,,,,,,,,"99","Clay","077",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0002843465","0000047548","Clay County","A","+33789854","-098205021","06",0,49,4,3,0,14,0,21
"G4800790","1990","TX",,,,,,,,,,,"99","Cochran","079",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0002007897","0000000227","Cochran County","A","+33603881","-102830864","06",0,379,47,150,0,197,43,306
"G4800810","1990","TX",,,,,,,,,,,"99","Coke","081",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0002328147","0000075547","Coke County","A","+31883748","-100530717","06",0,68,7,29,0,72,2,42
"G4800830","1990","TX",,,,,,,,,,,"99","Coleman","083",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0003296924","0000022295","Coleman County","A","+31772823","-099454126","06",0,203,62,92,0,159,9,170
"G4800850","1990","TX",,,,,,,,,,,"31","Collin","085",,,"7","1922",,,,"1920","3","Texas","48",,,,,"0002195576","0000098932","Collin County","A","+33184602","-096577641","06",0,5452,296,801,0,3349,220,1846
"G4800870","1990","TX",,,,,,,,,,,"99","Collingsworth","087",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0002379796","0000001664","Collingsworth County","A","+34967149","-100269645","06",1,141,9,30,0,63,7,89
"G4800890","1990","TX",,,,,,,,,,,"99","Colorado","089",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0002494254","0000027568","Colorado County","A","+29621759","-096518732","06",0,615,63,259,0,396,29,445
"G4800910","1990","TX",,,,,,,,,,,"99","Comal","091",,,"7","7240",,,,"9999","3","Texas","48",,,,,"0001454277","0000034054","Comal County","A","+29810502","-098283519","06",30,2790,270,786,6,2153,136,1748
"G4800930","1990","TX",,,,,,,,,,,"99","Comanche","093",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0002428801","0000025847","Comanche County","A","+31950806","-098557533","06",0,631,56,139,0,245,42,332
"G4800950","1990","TX",,,,,,,,,,,"99","Concho","095",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0002568045","0000005777","Concho County","A","+31332458","-099863987","06",0,251,16,368,0,145,11,104
"G4800970","1990","TX",,,,,,,,,,,"99","Cooke","097",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0002263119","0000064955","Cooke County","A","+33637623","-097212517","06",0,366,28,103,0,123,19,136
"G4800990","1990","TX",,,,,,,,,,,"99","Coryell","099",,,"7","3810",,,,"9999","3","Texas","48",,,,,"0002724301","0000012846","Coryell County","A","+31391048","-097797886","06",1253,481,24,767,105,565,133,872
"G4801010","1990","TX",,,,,,,,,,,"99","Cottle","101",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0002334225","0000001078","Cottle County","A","+34081223","-100274555","06",0,98,2,18,0,35,2,61
"G4801030","1990","TX",,,,,,,,,,,"99","Crane","103",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0002034769","0000000075","Crane County","A","+31411048","-102521101","06",0,348,8,110,0,195,15,239
"G4801050","1990","TX",,,,,,,,,,,"99","Crockett","105",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0007271805","0000000032","Crockett County","A","+30731935","-101408540","06",0,489,44,160,0,258,13,386
"G4801070","1990","TX",,,,,,,,,,,"99","Crosby","107",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0002329876","0000005633","Crosby County","A","+33612604","-101297568","06",0,595,82,254,0,346,62,560
"G4801090","1990","TX",,,,,,,,,,,"99","Culberson","109",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0009874888","0000000635","Culberson County","A","+31445363","-104523738","06",0,490,98,162,0,421,47,359
"G4801110","1990","TX",,,,,,,,,,,"99","Dallam","111",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0003897437","0000001461","Dallam County","A","+36286684","-102593764","06",0,235,0,73,0,255,0,191
"G4801130","1990","TX",,,,,,,,,,,"31","Dallas","113",,,"7","1922",,,,"1920","3","Texas","48",,,,,"0002278896","0000075076","Dallas County","A","+32766851","-096778007","06",244,89484,7426,14496,0,52416,5127,34748
"G4801150","1990","TX",,,,,,,,,,,"99","Dawson","115",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0002336449","0000000155","Dawson County","A","+32742354","-101947095","06",0,1145,211,542,0,559,109,1162
"G4801170","1990","TX",,,,,,,,,,,"99","Deaf Smith","117",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0003878368","0000002395","Deaf Smith County","A","+34973393","-102602399","06",0,1993,221,607,0,1164,158,1479
"G4801190","1990","TX",,,,,,,,,,,"99","Delta","119",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0000717876","0000001985","Delta County","A","+33386586","-095674455","06",0,7,0,2,0,4,0,8
"G4801210","1990","TX",,,,,,,,,,,"31","Denton","121",,,"7","1922",,,,"1920","3","Texas","48",,,,,"0002301191","0000179298","Denton County","A","+33204366","-097117642","06",16,5619,417,909,0,3977,231,1866
"G4801230","1990","TX",,,,,,,,,,,"99","Dewitt","123",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0002355034","0000003297","DeWitt County","A","+29080906","-097355051","06",0,822,149,462,0,661,82,795
"G4801250","1990","TX",,,,,,,,,,,"99","Dickens","125",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0002342034","0000002600","Dickens County","A","+33620179","-100779070","06",0,87,26,46,0,74,11,84
"G4801270","1990","TX",,,,,,,,,,,"99","Dimmit","127",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0003447306","0000009254","Dimmit County","A","+28424499","-099749168","06",6,1395,317,1031,0,1004,146,1886
"G4801290","1990","TX",,,,,,,,,,,"99","Donley","129",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0002408210","0000008483","Donley County","A","+34962252","-100811225","06",0,22,0,6,0,19,3,14
"G4801310","1990","TX",,,,,,,,,,,"99","Duval","131",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0004643490","0000007687","Duval County","A","+27683283","-098523719","06",17,2015,377,1352,0,1174,244,2640
"G4801330","1990","TX",,,,,,,,,,,"99","Eastland","133",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0002398567","0000015252","Eastland County","A","+32331043","-098827763","06",0,301,39,136,0,128,5,214
"G4801350","1990","TX",,,,,,,,,,,"99","Ector","135",,,"7","5800",,,,"9999","3","Texas","48",,,,,"0002333929","0000001621","Ector County","A","+31865200","-102542114","06",23,7504,1019,2188,0,4893,715,6017
"G4801370","1990","TX",,,,,,,,,,,"99","Edwards","137",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0005490650","0000000497","Edwards County","A","+29971228","-100300348","06",0,294,29,65,0,134,9,209
"G4801390","1990","TX",,,,,,,,,,,"31","Ellis","139",,,"7","1922",,,,"1920","3","Texas","48",,,,,"0002434560","0000030423","Ellis County","A","+32350178","-096793045","06",0,3042,197,664,0,1466,154,1379
"G4801410","1990","TX",,,,,,,,,,,"99","El Paso","141",,,"7","2320",,,,"9999","3","Texas","48",,,,,"0002623914","0000004294","El Paso County","A","+31769320","-106241145","06",2160,79750,10926,34278,221,63475,9824,78730
"G4801430","1990","TX",,,,,,,,,,,"99","Erath","143",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0002813797","0000008989","Erath County","A","+32233970","-098215626","06",0,782,45,165,0,280,33,289
"G4801450","1990","TX",,,,,,,,,,,"99","Falls","145",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0001992075","0000012215","Falls County","A","+31257512","-096931593","06",0,442,30,321,0,274,16,266
"G4801470","1990","TX",,,,,,,,,,,"99","Fannin","147",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0002309133","0000019855","Fannin County","A","+33588237","-096105154","06",0,194,17,22,0,94,4,42
"G4801490","1990","TX",,,,,,,,,,,"99","Fayette","149",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0002460825","0000025367","Fayette County","A","+29864754","-096926304","06",0,551,26,119,0,229,23,185
"G4801510","1990","TX",,,,,,,,,,,"99","Fisher","151",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0002334220","0000001506","Fisher County","A","+32740941","-100398597","06",0,223,15,118,0,115,5,189
