GISJOIN,YEAR,STUSAB,ANRCA,AIANHHA,RES_ONLYA,TRUSTA,AIANCC,RES_TRSTA,BLCK_GRPA,TRACTA,CD101A,C_CITYA,CMSA,COUNTY,COUNTYA,CTY_SUBA,COUSUBCC,DIVISIONA,MSA_CMSAA,PLACEA,PLACECC,PLACEDC,PMSAA,REGIONA,STATE,STATEA,URBRURALA,URB_AREAA,ZIPA,CD103A,AREALAND,AREAWAT,ANPSADPI,FUNCSTAT,INTPTLAT,INTPTLNG,PSADC,E4J001,E4J002,E4J003,E4J004,E4J005,E4J006,E4J007,E4J008,E4J009,E4J010,E4J011,E4J012,E4J013,E4J014,E4J015,E4J016,E4J017,E4J018,E4J019,E4J020,E4J021,E4J022,E4J023,E4J024,E4J025,E4J026,E4J027,E4J028,E4J029,E4J030,E4J031,E4J032,E4J033,E4J034,E4J035,E4J036,E4J037,E4J038,E4J039,E4J040
"G4601130","1990","SD",,,,,,,,,,,"99","Shannon","113",,,"4","9999",,,,"9999","2","South Dakota","46",,,,,"0005423341","0000007164","Shannon County","A","+43331777","-102547032","06",0,97,25,74,0,155,16,84,0,0,0,0,0,8,0,0,7,940,513,1158,0,763,315,1436,0,0,0,4,0,0,0,7,0,14,0,5,0,0,0,14
"G4601150","1990","SD",,,,,,,,,,,"99","Spink","115",,,"4","9999",,,,"9999","2","South Dakota","46",,,,,"0003895323","0000016056","Spink County","A","+44939872","-098346522","06",7,1875,36,944,0,1525,28,1562,0,0,0,0,0,0,0,0,0,7,0,9,0,5,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4601170","1990","SD",,,,,,,,,,,"99","Stanley","117",,,"4","9999",,,,"9999","2","South Dakota","46",,,,,"0003738341","0000190852","Stanley County","A","+44400340","-100748171","06",0,669,15,137,0,568,10,273,0,0,0,0,0,0,0,0,0,35,2,2,0,30,2,20,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0
"G4601190","1990","SD",,,,,,,,,,,"99","Sully","119",,,"4","9999",,,,"9999","2","South Dakota","46",,,,,"0002608021","0000164370","Sully County","A","+44714831","-100130900","06",0,478,15,119,0,335,2,245,0,0,0,0,0,0,0,0,0,6,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4601210","1990","SD",,,,,,,,,,,"99","Todd","121",,,"4","9999",,,,"9999","2","South Dakota","46",,,,,"0003595502","0000007200","Todd County","A","+43179627","-100728883","06",0,376,5,159,0,310,6,201,0,0,0,2,0,0,0,0,2,701,338,707,0,736,201,1164,0,0,0,0,0,0,0,0,0,15,5,0,0,0,0,2
"G4601230","1990","SD",,,,,,,,,,,"99","Tripp","123",,,"4","9999",,,,"9999","2","South Dakota","46",,,,,"0004179316","0000010040","Tripp County","A","+43341691","-099883842","06",0,1676,32,537,0,1208,52,1121,0,0,0,0,0,0,0,0,0,89,44,27,0,60,25,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4601250","1990","SD",,,,,,,,,,,"99","Turner","125",,,"4","9999",,,,"9999","2","South Dakota","46",,,,,"0001597702","0000001625","Turner County","A","+43310084","-097151173","06",2,2176,38,938,0,1626,42,1690,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4601270","1990","SD",,,,,,,,,,,"99","Union","127",,,"4","9999",,,,"9999","2","South Dakota","46",,,,,"0001192447","0000017356","Union County","A","+42831916","-096651542","06",0,2587,96,950,0,2107,71,1642,0,5,0,3,0,2,0,0,0,2,0,0,0,5,0,6,0,5,0,3,0,3,0,9,0,1,2,3,0,7,0,5
"G4601290","1990","SD",,,,,,,,,,,"99","Walworth","129",,,"4","9999",,,,"9999","2","South Dakota","46",,,,,"0001833318","0000094294","Walworth County","A","+45427712","-100027351","06",0,1464,47,605,0,1216,29,1065,0,0,0,0,0,0,0,0,0,46,8,29,0,62,8,80,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
"G4601350","1990","SD",,,,,,,,,,,"99","Yankton","135",,,"4","9999",,,,"9999","2","South Dakota","46",,,,,"0001350992","0000028599","Yankton County","A","+43008961","-097386759","06",7,4920,57,1751,0,4453,110,2913,6,8,0,60,0,12,0,0,0,27,15,71,0,33,1,57,0,25,0,0,0,10,0,5,0,0,0,16,0,0,0,0
"G4601370","1990","SD",,,,,,,,,,,"99","Ziebach","137",,,"4","9999",,,,"9999","2","South Dakota","46",,,,,"0005082852","0000022580","Ziebach County","A","+44982242","-101669433","06",2,246,0,67,0,167,0,105,0,0,0,4,0,0,0,0,0,126,83,146,0,109,35,262,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0
"G4700010","1990","TN",,,,,,,,,,,"99","Anderson","001",,,"6","3840",,,,"9999","3","Tennessee","47",,,,,"0000874179","0000018940","Anderson County","A","+36112832","-084197066","06",59,16046,1026,6874,5,13234,909,13127,0,500,59,272,0,640,24,404,0,61,16,14,0,35,0,27,0,129,7,57,0,66,23,107,0,29,0,0,0,18,0,5
"G4700030","1990","TN",,,,,,,,,,,"99","Bedford","003",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001226929","0000003024","Bedford County","A","+35513756","-086458047","06",0,7414,283,2406,0,5848,400,4772,5,648,34,360,0,677,71,475,0,0,0,0,0,0,0,14,0,41,0,0,0,28,0,30,0,23,0,0,0,0,0,6
"G4700050","1990","TN",,,,,,,,,,,"99","Benton","005",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001022561","0000107273","Benton County","A","+36069009","-088071640","06",13,3308,242,1759,4,2678,177,3125,0,53,0,27,0,79,11,57,0,3,0,5,0,0,0,7,0,7,0,0,0,22,0,4,0,9,0,0,0,0,0,0
"G4700070","1990","TN",,,,,,,,,,,"99","Bledsoe","007",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001052404","0000001026","Bledsoe County","A","+35598757","-085207162","06",0,2047,154,1683,0,1561,133,1719,0,21,13,285,0,24,0,6,0,9,3,14,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
"G4700090","1990","TN",,,,,,,,,,,"99","Blount","009",,,"6","3840",,,,"9999","3","Tennessee","47",,,,,"0001446700","0000020941","Blount County","A","+35686901","-083925565","06",184,20891,1383,8789,9,16650,1355,16960,26,533,48,334,0,505,51,564,0,67,0,26,0,46,19,28,0,97,0,35,0,26,9,81,0,11,0,0,0,14,10,0
"G4700110","1990","TN",,,,,,,,,,,"99","Bradley","011",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0000851477","0000007164","Bradley County","A","+35153889","-084859853","06",20,19341,745,5906,5,15510,970,12469,9,661,114,242,0,781,107,455,0,40,0,36,0,30,6,35,0,38,0,16,0,42,0,24,0,77,0,16,0,45,0,0
"G4700130","1990","TN",,,,,,,,,,,"99","Campbell","013",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001243413","0000047104","Campbell County","A","+36405561","-084146314","06",12,6903,885,4848,0,5260,562,8508,0,16,10,23,0,12,0,50,0,38,14,38,0,41,13,46,0,9,0,0,0,14,0,17,0,5,0,0,0,0,0,0
"G4700150","1990","TN",,,,,,,,,,,"99","Cannon","015",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0000688078","0000000165","Cannon County","A","+35810088","-086062841","06",8,2726,133,971,0,2150,86,1917,0,53,2,20,8,44,6,22,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,3
"G4700170","1990","TN",,,,,,,,,,,"99","Carroll","017",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001551552","0000002162","Carroll County","A","+35976257","-088452112","06",24,5894,426,2850,0,4810,277,5056,0,575,123,289,0,721,63,501,0,4,0,0,0,36,0,14,0,7,0,4,0,7,0,9,0,12,0,0,0,0,0,0
"G4700190","1990","TN",,,,,,,,,,,"99","Carter","019",,,"6","3660",,,,"9999","3","Tennessee","47",,,,,"0000883356","0000017018","Carter County","A","+36295910","-082128917","06",5,12477,977,6095,0,9765,853,10800,0,81,18,56,0,81,0,95,0,10,8,28,0,25,17,23,0,18,3,11,0,33,3,38,0,25,7,0,0,5,0,4
"G4700210","1990","TN",,,,,,,,,,,"99","Cheatham","021",,,"6","5360",,,,"9999","3","Tennessee","47",,,,,"0000783964","0000011589","Cheatham County","A","+36266733","-087079844","06",9,7336,383,2096,0,5846,355,3876,0,120,20,72,0,113,0,98,0,9,11,0,0,0,0,0,0,2,0,0,0,6,0,5,0,7,0,0,0,10,0,0
"G4700230","1990","TN",,,,,,,,,,,"99","Chester","023",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0000747314","0000000574","Chester County","A","+35425075","-088609154","06",14,2779,192,1311,4,2338,161,2325,0,222,20,212,0,270,35,223,0,0,0,0,0,6,0,7,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0
"G4700250","1990","TN",,,,,,,,,,,"99","Claiborne","025",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001124825","0000018828","Claiborne County","A","+36483926","-083662483","06",24,5813,481,3229,0,4177,391,5861,0,50,6,27,0,40,4,59,0,27,0,11,0,22,0,8,0,18,0,33,0,11,0,51,0,0,0,0,0,0,0,0
"G4700270","1990","TN",,,,,,,,,,,"99","Clay","027",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0000611543","0000059946","Clay County","A","+36554418","-085543285","06",0,1637,115,1014,0,1435,108,1305,0,38,0,8,0,64,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,6
"G4700290","1990","TN",,,,,,,,,,,"99","Cocke","029",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001125151","0000022657","Cocke County","A","+35926194","-083120093","06",10,6662,788,3247,0,5592,615,5639,0,48,69,57,0,92,8,101,0,35,7,6,0,23,25,8,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0
"G4700310","1990","TN",,,,,,,,,,,"99","Coffee","031",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001110874","0000014465","Coffee County","A","+35491586","-086074545","06",142,9543,480,3841,26,7657,383,7562,5,299,65,141,0,322,48,242,0,31,6,13,0,29,0,23,0,53,0,20,0,38,6,52,0,9,0,5,0,29,0,14
"G4700330","1990","TN",,,,,,,,,,,"99","Crockett","033",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0000687096","0000000536","Crockett County","A","+35810366","-089132681","06",16,2757,103,1249,0,2179,140,2395,0,417,100,262,0,432,72,344,0,0,0,6,0,2,0,11,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"G4700350","1990","TN",,,,,,,,,,,"99","Cumberland","035",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001765422","0000008648","Cumberland County","A","+35951401","-084997337","06",0,7803,661,4489,0,5997,672,7615,0,5,0,0,0,0,0,0,0,109,30,80,0,67,0,90,0,8,0,0,0,0,0,16,0,17,0,0,0,3,0,0
"G4700370","1990","TN",,,,,,,,,,,"99","Davidson","037",,,"6","5360",,,,"9999","3","Tennessee","47",,,,,"0001300850","0000061905","Davidson County","B","+36168900","-086784641","06",382,110034,4314,32303,79,99272,3894,62162,255,23604,2724,11821,18,27269,2525,18535,0,332,88,155,0,354,49,229,11,1660,157,552,0,1449,87,901,9,447,0,93,18,259,15,92
"G4700390","1990","TN",,,,,,,,,,,"99","Decatur","039",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0000864845","0000028532","Decatur County","A","+35605487","-088105680","06",4,2281,196,1373,0,1913,74,2217,0,71,4,72,0,73,3,95,0,2,0,7,0,0,0,4,0,4,0,0,0,3,0,0,0,4,0,0,0,0,0,0
"G4700410","1990","TN",,,,,,,,,,,"99","DeKalb","041",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0000788883","0000063230","DeKalb County","A","+35979470","-085833312","06",3,3424,220,1558,0,3067,193,2696,0,26,0,32,0,27,3,17,0,2,0,2,0,6,0,8,0,0,0,4,0,5,0,4,0,12,0,0,0,2,0,7
"G4700430","1990","TN",,,,,,,,,,,"99","Dickson","043",,,"6","5360",,,,"9999","3","Tennessee","47",,,,,"0001268888","0000003674","Dickson County","A","+36153651","-087361508","06",14,8403,588,3082,6,6787,448,5948,0,416,59,91,0,360,24,278,0,22,0,3,0,5,0,17,0,16,0,0,0,25,0,30,0,4,0,0,0,11,0,2
"G4700450","1990","TN",,,,,,,,,,,"99","Dyer","045",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001322416","0000041269","Dyer County","A","+36057273","-089411842","06",39,7882,395,2921,0,6398,445,5974,7,605,123,496,0,705,174,757,0,11,0,2,0,26,0,2,0,8,0,0,0,9,0,24,0,0,0,0,0,8,0,0
"G4700470","1990","TN",,,,,,,,,,,"99","Fayette","047",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001824771","0000004477","Fayette County","A","+35188741","-089413304","06",2,3872,158,1396,3,2856,172,2559,2,1831,350,1341,2,1972,283,1925,0,19,0,0,0,9,0,0,0,0,0,0,0,2,2,10,0,6,0,0,0,2,0,0
"G4700490","1990","TN",,,,,,,,,,,"99","Fentress","049",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001291528","0000000870","Fentress County","A","+36384006","-084927652","06",15,3073,369,1988,0,2639,248,3045,0,0,0,0,0,0,0,0,0,1,0,5,0,0,2,0,0,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0
"G4700510","1990","TN",,,,,,,,,,,"99","Franklin","051",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001432613","0000055006","Franklin County","A","+35151502","-086097176","06",108,8026,570,3649,20,6322,473,6394,0,427,72,202,0,431,82,295,0,19,0,15,0,29,0,15,0,41,8,10,2,5,0,24,0,7,0,0,0,0,0,0
"G4700530","1990","TN",,,,,,,,,,,"99","Gibson","053",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001561049","0000002372","Gibson County","A","+35999277","-088930092","06",39,8964,540,4291,0,7565,649,7976,0,1412,230,1073,0,1802,447,1486,0,12,0,2,0,8,0,0,0,14,0,5,0,13,0,14,0,33,16,6,0,7,6,0
"G4700550","1990","TN",,,,,,,,,,,"99","Giles","055",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001582409","0000000645","Giles County","A","+35202363","-087035741","06",9,5789,293,2241,0,4222,303,4541,0,717,103,392,0,671,78,616,0,3,0,0,0,19,0,0,0,23,0,15,0,6,0,32,0,0,0,12,0,9,3,0
"G4700570","1990","TN",,,,,,,,,,,"99","Grainger","057",,,"6","3840",,,,"9999","3","Tennessee","47",,,,,"0000726120","0000057250","Grainger County","A","+36277124","-083510921","06",0,4352,261,1797,0,2986,206,3641,0,18,4,29,0,22,0,23,0,0,10,18,0,13,0,2,0,7,0,0,0,2,0,0,0,8,0,0,0,0,0,0
"G4700590","1990","TN",,,,,,,,,,,"99","Greene","059",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001610576","0000006276","Greene County","A","+36173342","-082846031","06",16,14026,975,5710,0,11595,986,10279,0,260,29,208,0,283,14,187,0,47,15,10,0,27,6,19,0,16,0,0,0,25,0,8,0,0,0,13,0,0,0,0
"G4700610","1990","TN",,,,,,,,,,,"99","Grundy","061",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0000933919","0000001499","Grundy County","A","+35392309","-085720116","06",8,2869,307,1627,0,2063,169,3016,0,0,0,5,0,0,0,7,0,7,0,5,0,7,0,12,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"G4700630","1990","TN",,,,,,,,,,,"99","Hamblen","063",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0000417098","0000038181","Hamblen County","A","+36217813","-083266137","06",19,12549,844,4576,0,10494,624,9027,0,471,43,322,0,436,62,538,0,26,6,15,0,8,0,0,0,58,0,4,0,11,0,21,0,13,5,4,0,0,0,0
"G4700650","1990","TN",,,,,,,,,,,"99","Hamilton","065",,,"6","1560",,,,"9999","3","Tennessee","47",,,,,"0001405064","0000086159","Hamilton County","A","+35181708","-085167580","06",158,61371,3017,21277,15,50878,2585,43756,33,9235,1225,6156,0,11233,1277,9953,0,188,0,52,0,147,24,103,0,628,34,161,0,515,24,334,0,125,0,39,0,120,0,78
"G4700670","1990","TN",,,,,,,,,,,"99","Hancock","067",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0000575766","0000003130","Hancock County","A","+36525586","-083219764","06",0,1200,132,1125,0,805,107,1721,0,4,0,99,0,6,0,10,0,0,0,4,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"G4700690","1990","TN",,,,,,,,,,,"99","Hardeman","069",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001729046","0000007404","Hardeman County","A","+35203033","-088996804","06",9,3484,183,1842,0,2657,175,3135,0,1340,281,1028,0,1447,229,1620,0,0,0,0,0,7,0,0,0,17,0,0,0,10,0,2,0,0,0,0,0,0,0,0
"G4700710","1990","TN",,,,,,,,,,,"99","Hardin","071",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001496779","0000047791","Hardin County","A","+35195383","-088186344","06",0,5116,365,2580,0,4013,285,4559,0,218,12,102,0,209,10,181,0,6,0,4,0,20,0,13,0,14,0,2,0,6,0,8,0,0,0,0,0,0,0,7
"G4700730","1990","TN",,,,,,,,,,,"99","Hawkins","073",,,"6","3660",,,,"9999","3","Tennessee","47",,,,,"0001260517","0000033607","Hawkins County","A","+36435910","-082948661","06",32,11012,874,4797,0,7871,635,9441,0,171,6,90,0,193,11,131,0,26,0,0,0,9,1,26,0,19,0,0,0,22,0,18,0,5,0,0,0,7,0,13
"G4700750","1990","TN",,,,,,,,,,,"99","Haywood","075",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001381107","0000002456","Haywood County","A","+35580088","-089286435","06",16,2516,96,928,0,1789,147,2115,0,1548,243,1119,0,1793,254,1789,0,6,0,7,0,10,0,6,0,0,0,0,0,0,0,0,0,40,0,7,0,23,0,6
"G4700770","1990","TN",,,,,,,,,,,"99","Henderson","077",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001346958","0000015258","Henderson County","A","+35654930","-088386314","06",7,5108,196,2091,0,4312,285,3640,0,405,12,154,0,397,53,298,0,0,0,10,0,6,0,12,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0
"G4700790","1990","TN",,,,,,,,,,,"99","Henry","079",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001454941","0000082209","Henry County","A","+36327336","-088298902","06",28,5872,422,3210,0,4621,358,5624,0,427,149,357,0,479,109,598,0,12,0,17,0,0,0,6,0,0,0,0,0,0,0,8,0,6,0,0,0,5,0,6
"G4700810","1990","TN",,,,,,,,,,,"99","Hickman","081",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001586889","0000000133","Hickman County","A","+35800109","-087474381","06",12,3883,235,2082,0,2916,280,3061,0,70,9,463,0,84,7,124,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,8
"G4700830","1990","TN",,,,,,,,,,,"99","Houston","083",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0000518580","0000017382","Houston County","A","+36282538","-087713578","06",9,1470,124,937,0,1122,109,1563,0,40,13,47,0,36,10,56,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0
"G4700850","1990","TN",,,,,,,,,,,"99","Humphreys","085",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001378513","0000063465","Humphreys County","A","+36032690","-087773093","06",51,3613,323,1768,0,2831,214,3079,0,73,42,33,0,52,17,121,0,5,0,7,0,0,0,30,0,9,8,0,0,30,2,0,0,0,0,0,0,0,0,0
"G4700870","1990","TN",,,,,,,,,,,"99","Jackson","087",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0000800048","0000027644","Jackson County","A","+36355165","-085670208","06",0,2062,227,1272,0,1800,131,1870,0,0,9,4,0,0,0,7,0,5,0,0,0,0,11,0,0,2,0,12,0,4,0,21,0,0,0,23,0,0,0,0
"G4700890","1990","TN",,,,,,,,,,,"99","Jefferson","089",,,"6","3840",,,,"9999","3","Tennessee","47",,,,,"0000709213","0000104924","Jefferson County","A","+36050118","-083447215","06",18,8149,551,3786,11,6590,580,6275,0,200,27,192,0,185,24,132,0,32,0,15,0,33,0,7,0,5,0,0,0,0,0,7,0,0,0,0,0,2,6,9
"G4700910","1990","TN",,,,,,,,,,,"99","Johnson","091",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0000773101","0000011038","Johnson County","A","+36457805","-081858900","06",17,3122,300,1870,0,2391,201,3038,0,13,0,23,0,0,0,11,0,3,0,2,0,0,0,7,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0
"G4700930","1990","TN",,,,,,,,,,,"99","Knox","093",,,"6","3840",,,,"9999","3","Tennessee","47",,,,,"0001316994","0000044862","Knox County","A","+35992500","-083937408","06",225,81651,4259,29063,14,68544,3638,56858,47,5003,635,3667,0,6031,943,5193,0,283,33,80,0,246,33,119,4,953,35,190,0,629,49,567,0,155,7,14,0,91,7,57
"G4700950","1990","TN",,,,,,,,,,,"99","Lake","095",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0000423282","0000078686","Lake County","A","+36341338","-089492300","06",0,1143,85,1014,0,939,50,1157,0,189,65,633,0,213,49,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4700970","1990","TN",,,,,,,,,,,"99","Lauderdale","097",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001218546","0000095031","Lauderdale County","A","+35757434","-089634774","06",14,3800,289,1825,0,3101,308,3177,0,930,290,1194,5,1162,217,1292,0,13,0,9,0,2,14,9,0,8,0,0,0,8,0,0,0,28,0,0,0,19,0,9
"G4700990","1990","TN",,,,,,,,,,,"99","Lawrence","099",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001598590","0000001919","Lawrence County","A","+35223766","-087393263","06",16,8589,388,3553,0,6557,481,7083,0,111,13,27,0,66,8,62,0,15,2,5,0,8,0,7,0,18,0,0,0,37,0,9,0,9,0,0,0,0,0,6
"G4701010","1990","TN",,,,,,,,,,,"99","Lewis","101",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0000730678","0000000991","Lewis County","A","+35521788","-087494841","06",10,2115,134,1051,0,1735,146,1783,0,12,0,38,0,6,5,12,0,7,0,0,0,0,0,10,0,7,0,0,0,7,0,0,0,0,0,0,0,4,0,0
"G4701030","1990","TN",,,,,,,,,,,"99","Lincoln","103",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001477054","0000001012","Lincoln County","A","+35140702","-086588480","06",20,6916,301,2394,0,5299,350,4923,0,481,51,206,0,507,40,425,0,7,0,13,0,20,8,7,0,0,0,0,0,12,0,11,0,18,0,0,0,0,0,0
"G4701050","1990","TN",,,,,,,,,,,"99","Loudon","105",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0000592116","0000047723","Loudon County","A","+35734401","-084312001","06",14,8190,401,2971,0,6308,531,5996,0,115,0,33,0,57,13,75,0,8,0,0,0,32,0,6,0,0,0,0,0,32,0,0,0,7,0,0,0,0,0,0
"G4701070","1990","TN",,,,,,,,,,,"99","McMinn","107",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001114470","0000005029","McMinn County","A","+35424689","-084618065","06",20,10054,754,4079,0,7905,759,8236,6,309,88,219,0,390,76,361,0,29,15,22,0,36,0,17,0,27,0,0,0,1,2,12,0,9,0,0,0,0,0,0
"G4701090","1990","TN",,,,,,,,,,,"99","McNairy","109",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001450609","0000002050","McNairy County","A","+35175253","-088564230","06",13,5114,309,2429,0,3815,274,4598,4,258,32,135,0,303,47,236,0,0,0,3,0,0,2,9,0,10,0,0,0,9,0,2,0,0,0,0,0,0,2,2
"G4701110","1990","TN",,,,,,,,,,,"99","Macon","111",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0000795509","0000000149","Macon County","A","+36529292","-086005371","06",20,3941,206,1736,0,3390,163,2816,0,8,0,13,0,0,9,21,0,5,0,8,0,8,0,9,0,0,0,0,0,0,0,0,0,8,0,0,0,9,0,9
"G4701130","1990","TN",,,,,,,,,,,"99","Madison","113",,,"6","3580",,,,"9999","3","Tennessee","47",,,,,"0001442933","0000004038","Madison County","A","+35608057","-088838707","06",79,14469,532,4803,8,12056,521,10007,37,4017,567,2595,0,4859,655,4184,0,13,10,11,0,0,0,10,0,50,17,40,0,59,0,68,0,8,0,22,0,9,0,0
"G4701150","1990","TN",,,,,,,,,,,"99","Marion","115",,,"6","1560",,,,"9999","3","Tennessee","47",,,,,"0001294581","0000036154","Marion County","A","+35127629","-085610305","06",24,5958,474,2378,0,4300,441,4742,0,182,19,146,0,114,27,264,0,17,0,7,0,8,0,30,0,0,0,4,0,0,0,12,0,9,0,0,0,15,0,12
"G4701170","1990","TN",,,,,,,,,,,"99","Marshall","117",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0000972258","0000001931","Marshall County","A","+35467106","-086766868","06",5,5434,199,1631,0,4291,269,3431,0,415,19,230,0,456,12,286,0,10,0,0,0,10,6,21,0,7,0,0,0,5,0,0,0,0,0,0,0,4,0,0
"G4701190","1990","TN",,,,,,,,,,,"99","Maury","119",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001587463","0000006865","Maury County","A","+35615798","-087076364","06",26,12329,632,3909,0,9816,581,8372,0,1659,146,774,0,1858,197,1604,0,7,0,10,0,0,0,31,0,21,1,0,0,31,0,34,0,13,0,0,0,7,0,6
"G4701210","1990","TN",,,,,,,,,,,"99","Meigs","121",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0000504717","0000056781","Meigs County","A","+35514694","-084810033","06",0,1940,145,959,7,1423,94,1547,0,12,12,30,0,32,2,33,0,8,3,6,0,14,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4701230","1990","TN",,,,,,,,,,,"99","Monroe","123",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001645293","0000045677","Monroe County","A","+35447590","-084250833","06",11,7070,505,3469,0,5659,433,5977,0,120,31,157,0,161,7,157,0,0,0,11,0,3,0,13,0,0,0,24,0,23,0,13,0,16,0,0,0,7,0,0
"G4701250","1990","TN",,,,,,,,,,,"99","Montgomery","125",,,"6","1660",,,,"9999","3","Tennessee","47",,,,,"0001396427","0000012204","Montgomery County","A","+36495480","-087381542","06",8563,16728,886,5406,677,14868,1401,12450,2501,2436,321,1297,563,2776,577,2529,83,87,0,39,3,119,12,62,183,94,11,31,20,455,23,560,449,118,39,15,37,97,32,92
"G4701270","1990","TN",,,,,,,,,,,"99","Moore","127",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0000334552","0000003122","Moore County","N","+35284220","-086357414","06",10,1287,16,418,0,1051,43,704,0,75,0,22,0,35,9,8,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4701290","1990","TN",,,,,,,,,,,"99","Morgan","129",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001352162","0000000887","Morgan County","A","+36131087","-084641665","06",6,3538,433,2773,0,2567,339,3413,0,0,0,193,0,1,0,2,0,5,0,60,0,0,0,5,0,8,6,14,0,5,0,3,0,0,0,22,0,5,0,5
