GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,COUSUBCC,PLACEA,PLACECC,PLACEDC,TRACTA,TRBL_CTA,BLCK_GRPA,TRBL_BGA,C_CITYA,AIANHHA,RES_ONLYA,TRUSTA,AIANHHCC,AITSCE,TRBL_SUBA,ANRCA,MSA_CMSAA,CMSA,MACCI,PMSAA,NECMAA,NECMACCI,URB_AREAA,UATYPE,URBRURALA,CD106A,CD108A,CD109A,ZIP3A,ZCTAA,AREALAND,AREAWATR,NAME,FUNCSTAT,INTPTLAT,INTPLON,LSADC,MACC,UACP,GSS001,GSS002,GSS003,GSS004,GSS005,GSS006,GSS007,GSS008,GSS009,GSS010,GSS011,GSS012,GSS013,GSS014,GSS015,GSS016,GSS017,GSS018,GSS019,GSS020,GSS021,GSS022,GSS023,GSS024,GSS025,GSS026,GSS027,GSS028
"G4000410","2000","US","3","7","Oklahoma","40","Delaware","041",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1918274834","133839471","Delaware County","A","+36468076","-094815869","06",,,5829,401,4845,319,2,3,8,0,1566,106,1284,111,15,2,8,0,12,0,2,0,148,2,91,11,495,42,440,37
"G4000430","2000","US","3","7","Oklahoma","40","Dewey","043",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2590332736","21056927","Dewey County","A","+36003983","-099031550","06",,,1196,19,822,37,0,0,1,0,23,5,35,12,2,0,0,0,0,0,0,0,7,0,0,0,25,0,10,0
"G4000450","2000","US","3","7","Oklahoma","40","Ellis","045",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"3183454160","6993832","Ellis County","A","+36268053","-099795312","06",,,1032,22,856,20,0,0,0,0,13,1,8,0,0,0,0,0,0,0,0,0,8,0,10,0,10,0,13,2
"G4000470","2000","US","3","7","Oklahoma","40","Garfield","047",,,,,"0",,,,,,,,,,,,,"2340","99","N","9999","9999","9",,,,,,,,,"2741220791","4019989","Garfield County","A","+36389716","-097830125","06",,,12458,682,11020,497,377,47,350,6,313,38,272,26,100,7,147,0,25,9,2,0,243,16,104,29,285,18,316,12
"G4000490","2000","US","3","7","Oklahoma","40","Garvin","049",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2091381916","15997898","Garvin County","A","+34717363","-097291275","06",,,5495,271,4646,251,78,16,167,14,396,55,307,21,5,3,9,2,10,5,14,0,100,2,59,9,208,31,124,13
"G4000510","2000","US","3","7","Oklahoma","40","Grady","051",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2851476745","11233853","Grady County","A","+35050405","-097902417","06",,,10323,407,8187,454,190,38,247,33,432,14,402,48,32,0,19,0,9,0,1,0,167,2,61,6,267,10,247,23
"G4000530","2000","US","3","7","Oklahoma","40","Grant","053",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2591441035","7890549","Grant County","A","+36790006","-097788044","06",,,1269,31,1000,33,2,0,0,0,18,0,15,0,0,0,7,0,0,0,0,0,8,0,2,0,10,0,14,0
"G4000550","2000","US","3","7","Oklahoma","40","Greer","055",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1655929355","11148369","Greer County","A","+34931620","-099496157","06",,,1003,71,828,60,14,9,42,0,12,0,20,0,6,0,2,2,0,0,0,0,44,3,21,8,27,0,38,0
"G4000570","2000","US","3","7","Oklahoma","40","Harmon","057",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1392946046","1910976","Harmon County","A","+34717716","-099872028","06",,,588,24,444,22,19,20,42,12,0,0,2,0,0,0,10,0,0,0,0,0,99,5,62,7,9,5,3,0
"G4000590","2000","US","3","7","Oklahoma","40","Harper","059",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2690988982","5077601","Harper County","A","+36792489","-099697855","06",,,921,15,713,5,0,0,0,0,13,0,6,0,0,0,0,0,0,0,0,0,26,2,18,2,10,0,4,0
"G4000610","2000","US","3","7","Oklahoma","40","Haskell","061",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1494501259","124949526","Haskell County","A","+35244252","-095100679","06",,,2092,87,1560,75,16,0,7,1,378,42,283,13,3,0,5,0,8,0,0,0,13,0,3,0,131,8,102,2
"G4000630","2000","US","3","7","Oklahoma","40","Hughes","063",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2089431196","20473698","Hughes County","A","+35078188","-096296327","06",,,2174,147,1780,117,60,0,45,6,286,66,376,41,0,0,0,0,2,0,1,0,12,0,3,0,144,18,99,16
"G4000650","2000","US","3","7","Oklahoma","40","Jackson","065",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2078921366","3809959","Jackson County","A","+34609790","-099384059","06",,,4605,275,4148,161,331,56,312,33,74,2,78,5,30,0,82,4,6,0,16,0,583,47,443,20,197,5,175,5
"G4000670","2000","US","3","7","Oklahoma","40","Jefferson","067",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1965163349","39037772","Jefferson County","A","+34134024","-097876981","06",,,1327,34,1028,87,4,0,3,0,63,3,79,5,4,0,0,0,0,0,0,0,40,11,18,7,18,2,20,3
"G4000690","2000","US","3","7","Oklahoma","40","Johnston","069",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1669258609","35691672","Johnston County","A","+34278963","-096678806","06",,,1846,96,1458,88,49,10,30,0,264,44,258,19,10,0,6,0,0,0,0,0,43,1,9,2,100,5,78,4
"G4000710","2000","US","3","7","Oklahoma","40","Kay","071",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2379434917","68423852","Kay County","A","+36775009","-097166108","06",,,9440,610,8200,648,139,23,155,15,653,117,640,136,80,0,55,13,1,0,0,0,246,17,98,16,382,73,286,30
"G4000730","2000","US","3","7","Oklahoma","40","Kingfisher","073",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2338763281","7667036","Kingfisher County","A","+35937267","-097920546","06",,,3402,88,2651,110,39,0,40,0,50,0,53,8,0,0,1,0,0,0,0,0,191,10,77,12,95,9,45,2
"G4000750","2000","US","3","7","Oklahoma","40","Kiowa","075",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2627687547","41703266","Kiowa County","A","+34930674","-098996426","06",,,1944,123,1628,75,77,2,100,2,103,32,119,3,0,0,0,0,0,0,0,0,51,16,30,2,55,5,59,4
"G4000770","2000","US","3","7","Oklahoma","40","Latimer","077",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1870423742","17996043","Latimer County","A","+34862989","-095260202","06",,,1627,112,1336,100,11,0,20,0,408,43,290,50,4,0,3,0,2,0,0,0,26,0,3,10,108,8,121,11
"G4000790","2000","US","3","7","Oklahoma","40","Le Flore","079",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"4107264845","57502225","Le Flore County","A","+34976379","-094677823","06",,,8532,587,7173,439,139,36,134,6,1031,79,864,70,23,0,24,0,1,0,0,0,325,17,119,0,484,41,356,26
"G4000810","2000","US","3","7","Oklahoma","40","Lincoln","081",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2480526883","20412234","Lincoln County","A","+35699350","-096859687","06",,,6794,314,5421,255,146,22,111,16,386,39,375,41,19,0,24,4,0,0,3,2,25,2,7,0,372,10,244,9
"G4000830","2000","US","3","7","Oklahoma","40","Logan","083",,,,,"0",,,,,,,,,,,,,"5880","99","N","9999","9999","9",,,,,,,,,"1928127010","11558639","Logan County","A","+35893268","-097442945","06",,,7415,265,6061,288,615,175,715,143,269,4,328,13,24,0,24,0,3,0,0,0,85,4,95,21,140,36,220,9
"G4000850","2000","US","3","7","Oklahoma","40","Love","085",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1334835151","42892198","Love County","A","+33941304","-097194143","06",,,1896,81,1464,97,40,9,33,3,154,3,98,0,0,0,8,0,0,0,4,0,84,3,29,7,45,10,46,0
"G4000870","2000","US","3","7","Oklahoma","40","McClain","087",,,,,"0",,,,,,,,,,,,,"5880","99","N","9999","9999","9",,,,,,,,,"1475432046","27099632","McClain County","A","+35037094","-097468017","06",,,6297,247,5182,182,24,0,15,0,388,9,319,14,11,0,19,0,5,0,0,0,182,5,45,12,298,15,195,17
"G4000890","2000","US","3","7","Oklahoma","40","McCurtain","089",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"4797321599","127084612","McCurtain County","A","+34110519","-094788646","06",,,5560,307,4429,403,366,75,525,60,842,53,762,68,8,2,12,0,0,0,0,0,140,54,16,0,311,19,265,18
"G4000910","2000","US","3","7","Oklahoma","40","McIntosh","091",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1605808518","239514974","McIntosh County","A","+35375963","-095603934","06",,,2958,166,2497,145,103,6,116,14,594,40,485,52,14,0,5,0,5,0,0,0,11,0,25,0,241,52,227,38
"G4000930","2000","US","3","7","Oklahoma","40","Major","093",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2477996521","2863587","Major County","A","+36313820","-098448638","06",,,1980,58,1499,62,11,0,0,0,13,3,31,0,0,0,0,0,0,0,0,0,45,0,9,0,22,0,11,0
"G4000950","2000","US","3","7","Oklahoma","40","Marshall","095",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"961161105","144626411","Marshall County","A","+34012197","-096730337","06",,,2280,77,1951,77,27,0,10,6,263,20,239,11,0,3,1,0,0,0,0,0,215,1,62,16,121,10,126,10
"G4000970","2000","US","3","7","Oklahoma","40","Mayes","097",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1699396324","70891645","Mayes County","A","+36314823","-095211238","06",,,7048,361,5368,293,14,0,7,2,1570,139,1323,72,55,0,26,0,0,0,0,0,39,4,26,2,545,20,499,45
"G4000990","2000","US","3","7","Oklahoma","40","Murray","099",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1083270395","17266650","Murray County","A","+34484955","-097042207","06",,,2554,91,2143,163,32,13,43,4,289,14,188,29,2,0,0,0,0,0,7,0,71,0,20,0,103,10,123,12
"G4001010","2000","US","3","7","Oklahoma","40","Muskogee","101",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2107849416","65114158","Muskogee County","A","+35686587","-095367134","06",,,10100,617,8333,638,1202,273,1415,217,2073,190,1868,109,76,0,103,0,5,0,2,0,321,0,86,21,921,41,760,37
"G4001030","2000","US","3","7","Oklahoma","40","Noble","103",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1895619130","27286001","Noble County","A","+36369302","-097237878","06",,,2714,57,2087,110,52,0,5,0,173,21,142,12,18,0,27,0,0,0,0,0,15,0,0,0,42,4,61,3
"G4001050","2000","US","3","7","Oklahoma","40","Nowata","105",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1463213683","41242681","Nowata County","A","+36778819","-095617078","06",,,1837,57,1584,51,30,12,24,3,387,28,326,20,0,0,0,0,0,0,0,0,4,0,3,0,212,14,114,0
"G4001070","2000","US","3","7","Oklahoma","40","Okfuskee","107",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1618114625","10759874","Okfuskee County","A","+35440416","-096301628","06",,,1627,207,1336,142,96,59,130,38,380,46,355,51,0,0,3,0,0,0,0,0,17,3,11,6,94,17,84,22
"G4001090","2000","US","3","7","Oklahoma","40","Oklahoma","109",,,,,"0",,,,,,,,,,,,,"5880","99","N","9999","9999","9",,,,,,,,,"1836542444","23878647","Oklahoma County","A","+35509671","-097496525","06",,,122113,4616,105977,4353,17777,2121,20518,2524,4622,374,4562,456,4087,206,3919,149,83,0,60,5,7513,413,3835,516,5584,506,5179,478
"G4001110","2000","US","3","7","Oklahoma","40","Okmulgee","111",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1805151680","13840816","Okmulgee County","A","+35601093","-095965552","06",,,6499,457,5089,365,589,92,613,80,860,100,894,143,19,0,15,0,0,0,14,0,45,10,49,2,564,43,411,31
"G4001130","2000","US","3","7","Oklahoma","40","Osage","113",,,,,"0",,,,,,,,,,,,,"8560","99","N","9999","9999","9",,,,,,,,,"5829543510","137258981","Osage County","A","+36571147","-096350965","06",,,7536,346,5788,284,988,96,1144,72,1211,163,1271,91,26,0,17,0,0,0,0,0,80,5,47,0,667,52,487,34
"G4001150","2000","US","3","7","Oklahoma","40","Ottawa","115",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1220723689","34733931","Ottawa County","A","+36861373","-094839825","06",,,5598,346,5035,266,45,68,14,6,1032,70,1162,75,16,0,14,0,28,1,2,0,110,14,133,13,572,19,411,27
"G4001170","2000","US","3","7","Oklahoma","40","Pawnee","117",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1474844067","65865983","Pawnee County","A","+36282565","-096579448","06",,,3494,175,2709,135,20,0,24,4,349,33,325,22,2,0,9,0,4,0,3,0,7,4,4,0,183,11,135,5
"G4001190","2000","US","3","7","Oklahoma","40","Payne","119",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1777615804","27939849","Payne County","A","+36074369","-096955502","06",,,16084,725,13616,712,550,23,548,29,779,59,644,36,590,17,347,24,0,0,0,0,226,6,109,15,570,48,432,33
"G4001210","2000","US","3","7","Oklahoma","40","Pittsburg","121",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"3382371018","186234622","Pittsburg County","A","+34939711","-095714300","06",,,7044,521,6365,400,177,52,239,74,956,121,808,79,39,2,64,0,2,0,2,0,92,0,73,0,424,24,322,21
"G4001230","2000","US","3","7","Oklahoma","40","Pontotoc","123",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1863850246","15067795","Pontotoc County","A","+34750146","-096658685","06",,,6459,573,5894,221,164,69,157,6,1106,129,1031,54,27,12,20,0,0,0,0,0,82,4,25,0,385,55,337,27
"G4001250","2000","US","3","7","Oklahoma","40","Pottawatomie","125",,,,,"0",,,,,,,,,,,,,"5880","99","N","9999","9999","9",,,,,,,,,"2040128658","14414692","Pottawatomie County","A","+35268116","-096943697","06",,,12884,681,10746,564,356,41,250,34,1272,151,1364,126,85,5,80,0,17,0,11,0,98,0,48,2,536,46,500,46
"G4001270","2000","US","3","7","Oklahoma","40","Pushmataha","127",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"3619022416","65963602","Pushmataha County","A","+34415253","-095364573","06",,,1838,129,1622,94,15,0,12,0,283,20,258,39,6,0,7,0,0,0,0,0,6,2,4,0,97,4,113,16
"G4001290","2000","US","3","7","Oklahoma","40","Roger Mills","129",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2957439603","11867075","Roger Mills County","A","+35670161","-099667299","06",,,860,12,670,11,0,0,0,0,29,7,29,9,0,0,2,0,0,0,0,0,12,0,4,0,15,0,14,2
"G4001310","2000","US","3","7","Oklahoma","40","Rogers","131",,,,,"0",,,,,,,,,,,,,"8560","99","N","9999","9999","9",,,,,,,,,"1748104350","94516035","Rogers County","A","+36326641","-095632332","06",,,15088,512,12334,431,138,25,73,0,1751,72,1553,79,76,0,66,0,4,0,2,0,81,15,89,0,1064,91,995,59
"G4001330","2000","US","3","7","Oklahoma","40","Seminole","133",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1638200335","20867412","Seminole County","A","+35170799","-096604951","06",,,3852,311,3360,232,271,58,244,81,635,105,651,50,16,0,6,5,0,0,0,0,41,0,41,0,245,32,238,28
"G4001350","2000","US","3","7","Oklahoma","40","Sequoyah","135",,,,,"0",,,,,,,,,,,,,"2720","99","N","9999","9999","9",,,,,,,,,"1745174282","106344448","Sequoyah County","A","+35484348","-094788897","06",,,6003,329,5235,272,137,8,63,15,1561,215,1377,96,18,0,34,0,5,0,10,0,63,11,33,0,807,68,556,30
"G4001370","2000","US","3","7","Oklahoma","40","Stephens","137",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2263762787","44234130","Stephens County","A","+34502015","-097940409","06",,,8710,527,7193,550,163,20,125,7,355,24,342,61,36,0,5,0,0,0,0,0,185,3,142,8,283,24,244,17
"G4001390","2000","US","3","7","Oklahoma","40","Texas","139",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"5276215545","30190273","Texas County","A","+36746891","-101465501","06",,,4410,137,3337,176,22,0,14,0,65,0,77,2,20,0,36,0,0,0,0,0,985,102,438,59,115,7,77,9
"G4001410","2000","US","3","7","Oklahoma","40","Tillman","141",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2258379719","18766389","Tillman County","A","+34381055","-098932086","06",,,1558,54,1299,63,77,7,48,2,47,3,59,0,25,0,0,0,0,0,0,0,207,12,99,11,35,4,29,1
"G4001430","2000","US","3","7","Oklahoma","40","Tulsa","143",,,,,"0",,,,,,,,,,,,,"8560","99","N","9999","9999","9",,,,,,,,,"1477070950","43295979","Tulsa County","A","+36124761","-095938999","06",,,118056,4810,98268,3768,11090,1439,12957,1598,6896,441,6284,398,2260,73,1834,103,59,13,46,17,5015,254,2268,180,5797,313,5026,434
"G4001450","2000","US","3","7","Oklahoma","40","Wagoner","145",,,,,"0",,,,,,,,,,,,,"8560","99","N","9999","9999","9",,,,,,,,,"1457940747","72706247","Wagoner County","A","+35970541","-095544827","06",,,12554,437,10076,360,496,33,542,43,1033,83,968,65,108,0,95,0,0,0,0,0,209,0,39,0,683,25,566,7
"G4001470","2000","US","3","7","Oklahoma","40","Washington","147",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1079548207","19007811","Washington County","A","+36728513","-095938140","06",,,9518,443,8024,356,210,34,252,19,997,61,784,71,39,0,87,7,0,0,0,0,135,0,86,0,624,62,593,44
"G4001490","2000","US","3","7","Oklahoma","40","Washita","149",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2598653727","14830887","Washita County","A","+35303199","-099033340","06",,,2628,95,2107,106,6,0,4,0,46,4,36,4,0,0,5,0,0,0,2,0,72,0,53,0,51,0,47,0
"G4001510","2000","US","3","7","Oklahoma","40","Woods","151",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"3332190118","9087177","Woods County","A","+36745963","-098752719","06",,,2240,96,1826,67,9,0,24,0,10,4,17,0,7,0,4,0,2,0,0,0,30,0,29,0,38,0,27,17
"G4001530","2000","US","3","7","Oklahoma","40","Woodward","153",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"3217543391","9612729","Woodward County","A","+36414974","-099326644","06",,,4405,219,3643,293,9,0,9,0,113,8,68,8,2,0,8,3,0,0,0,0,90,12,25,2,44,2,33,0
"G4100010","2000","US","4","9","Oregon","41","Baker","001",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"7946386250","52618059","Baker County","A","+44733733","-117793712","06",,,3462,372,3045,210,3,0,0,0,6,2,26,5,26,0,18,0,0,5,0,0,21,0,2,0,47,10,61,3
"G4100030","2000","US","4","9","Oregon","41","Benton","003",,,,,"0",,,,,,,,,,,,,"1890","99","N","9999","9999","9",,,,,,,,,"1752026651","6499374","Benton County","A","+44547364","-123330289","06",,,18524,895,16270,744,244,23,187,15,118,11,119,9,720,46,614,63,21,1,0,1,453,14,202,0,460,86,424,64
"G4100050","2000","US","4","9","Oregon","41","Clackamas","005",,,,,"0",,,,,,,,,,,,,"6442","79","N","6440","9999","9",,,,,,,,,"4838545796","28058678","Clackamas County","A","+45306684","-122476588","06",,,85011,4429,71283,3548,603,67,429,39,603,47,504,18,1946,54,2153,95,210,29,121,0,2405,186,1009,189,1869,121,1502,111
"G4100070","2000","US","4","9","Oregon","41","Clatsop","007",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2142510747","666969991","Clatsop County","A","+46039585","-123768902","06",,,8007,542,7507,428,50,37,42,14,61,12,81,0,55,31,99,7,21,6,3,0,157,27,70,17,233,16,111,22
"G4100090","2000","US","4","9","Oregon","41","Columbia","009",,,,,"0",,,,,,,,,,,,,"6442","79","N","6440","9999","9",,,,,,,,,"1700898190","81877207","Columbia County","A","+45929074","-123005999","06",,,10774,745,8278,538,30,0,6,0,169,0,120,6,17,0,77,3,11,0,6,0,80,8,89,7,232,13,145,25
"G4100110","2000","US","4","9","Oregon","41","Coos","011",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"4145223617","533280125","Coos County","A","+43236389","-124147669","06",,,12124,1103,11003,982,42,0,4,0,308,57,304,14,65,0,87,9,9,0,14,8,214,40,95,8,388,76,530,40
"G4100130","2000","US","4","9","Oregon","41","Crook","013",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"7716562847","20802882","Crook County","A","+44212739","-120534152","06",,,4205,357,3321,277,0,0,0,0,70,0,83,9,14,0,19,0,0,0,0,0,173,11,87,9,46,8,72,3
"G4100150","2000","US","4","9","Oregon","41","Curry","015",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"4214902111","935483105","Curry County","A","+42398153","-124279359","06",,,3771,333,3609,240,0,0,11,0,93,16,114,11,34,0,17,10,3,0,0,0,101,0,18,0,99,21,111,0
"G4100170","2000","US","4","9","Oregon","41","Deschutes","017",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"7816983643","94827280","Deschutes County","A","+43996058","-121337204","06",,,28848,1500,24291,1308,99,0,5,0,238,32,183,28,81,11,175,4,22,0,47,0,577,25,287,58,446,20,455,45
"G4100190","2000","US","4","9","Oregon","41","Douglas","019",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"13044797435","251772063","Douglas County","A","+43288631","-123286596","06",,,21035,1865,18142,1309,45,3,22,8,216,27,372,27,83,2,167,5,15,0,14,0,260,6,108,5,558,82,633,81
"G4100210","2000","US","4","9","Oregon","41","Gilliam","021",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"3118521172","48625543","Gilliam County","A","+45314871","-120152997","06",,,494,50,412,19,2,0,0,0,10,0,2,0,0,0,2,0,0,0,0,0,6,0,0,0,7,0,6,0
"G4100230","2000","US","4","9","Oregon","41","Grant","023",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"11729029361","1842465","Grant County","A","+44491866","-118928223","06",,,1687,286,1534,147,0,0,0,0,15,4,10,0,0,0,4,0,0,0,0,0,14,0,8,0,27,7,42,7
"G4100250","2000","US","4","9","Oregon","41","Harney","025",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"26247791358","238688528","Harney County","A","+43461427","-119039719","06",,,1752,179,1397,114,7,0,0,0,48,35,35,14,6,0,10,0,18,0,1,0,30,0,5,0,43,3,60,8
"G4100270","2000","US","4","9","Oregon","41","Hood River","027",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1352870112","29033645","Hood River County","A","+45597753","-121607750","06",,,4219,204,3509,235,16,0,6,0,18,9,24,2,95,0,56,15,0,0,13,0,879,78,468,123,157,2,65,0
"G4100290","2000","US","4","9","Oregon","41","Jackson","029",,,,,"0",,,,,,,,,,,,,"4890","99","N","9999","9999","9",,,,,,,,,"7213617232","42924739","Jackson County","A","+42389833","-122785659","06",,,39280,3145,35440,2397,169,21,125,31,421,115,426,50,247,17,407,38,106,7,79,8,1103,170,802,177,1034,117,1075,102
"G4100310","2000","US","4","9","Oregon","41","Jefferson","031",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"4612206431","26896560","Jefferson County","A","+44579150","-121235587","06",,,3289,206,2719,150,6,0,4,0,434,146,475,132,27,0,39,0,7,0,3,0,652,18,259,86,126,11,109,16
"G4100330","2000","US","4","9","Oregon","41","Josephine","033",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"4246520510","5288942","Josephine County","A","+42362158","-123432362","06",,,14449,1590,12166,1250,21,7,24,0,193,37,196,4,86,2,84,34,6,13,1,0,214,16,157,29,332,42,335,44
"G4100350","2000","US","4","9","Oregon","41","Klamath","035",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"15395370621","496140150","Klamath County","A","+42662031","-121651634","06",,,12561,1591,10894,802,50,12,47,0,409,199,490,83,75,19,95,20,41,0,23,0,433,68,290,50,396,52,373,26
"G4100370","2000","US","4","9","Oregon","41","Lake","037",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"21071502721","576821612","Lake County","A","+42713376","-120576980","06",,,1517,175,1322,85,0,0,0,0,47,5,45,9,0,0,18,0,4,0,0,0,60,0,27,11,21,0,20,2
"G4100390","2000","US","4","9","Oregon","41","Lane","039",,,,,"0",,,,,,,,,,,,,"2400","99","N","9999","9999","9",,,,,,,,,"11794816359","434567957","Lane County","A","+43989252","-123080812","06",,,75786,5273,66522,4021,621,92,427,57,788,152,881,88,1268,87,1478,60,223,20,83,19,1670,191,1155,67,2347,227,2211,239
"G4100410","2000","US","4","9","Oregon","41","Lincoln","041",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2537063304","554848746","Lincoln County","A","+44709433","-123938645","06",,,8990,899,8535,594,27,12,23,0,296,33,246,25,38,4,83,6,22,12,33,0,252,32,127,56,293,61,298,22
"G4100430","2000","US","4","9","Oregon","41","Linn","043",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"5936706994","46543265","Linn County","A","+44544833","-122731425","06",,,23894,1945,19463,1434,102,10,26,7,268,105,261,51,181,6,189,7,40,1,55,0,489,111,230,65,491,104,451,85
"G4100450","2000","US","4","9","Oregon","41","Malheur","045",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"25607446448","111112847","Malheur County","A","+43599956","-117388096","06",,,4891,421,4191,465,28,6,4,0,39,8,64,5,92,16,102,4,4,7,4,8,956,212,640,202,133,32,154,24
"G4100470","2000","US","4","9","Oregon","41","Marion","047",,,,,"0",,,,,,,,,,,,,"6442","79","N","7080","9999","9",,,,,,,,,"3066426708","26367183","Marion County","A","+44938427","-122841068","06",,,56524,4399,50389,3391,558,80,248,58,862,76,808,31,954,97,1121,133,209,40,111,25,8216,1092,3531,744,1775,223,1376,250
"G4100490","2000","US","4","9","Oregon","41","Morrow","049",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"5263840866","41835069","Morrow County","A","+45448784","-119586249","06",,,2079,171,1693,137,4,0,2,6,38,2,33,7,7,0,16,2,0,0,3,0,442,130,248,78,54,15,16,7
