GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,COUSUBCC,PLACEA,PLACECC,PLACEDC,TRACTA,TRBL_CTA,BLCK_GRPA,TRBL_BGA,C_CITYA,AIANHHA,RES_ONLYA,TRUSTA,AIANHHCC,AITSCE,TRBL_SUBA,ANRCA,MSA_CMSAA,CMSA,MACCI,PMSAA,NECMAA,NECMACCI,URB_AREAA,UATYPE,URBRURALA,CD106A,CD108A,CD109A,ZIP3A,ZCTAA,AREALAND,AREAWATR,NAME,FUNCSTAT,INTPTLAT,INTPLON,LSADC,MACC,UACP,GSQ001,GSQ002,GSQ003,GSQ004,GSQ005,GSQ006,GSQ007,GSQ008,GSQ009,GSQ010,GSQ011,GSQ012,GSQ013,GSQ014,GSQ015,GSQ016,GSQ017,GSQ018,GSQ019,GSQ020,GSQ021,GSQ022,GSQ023,GSQ024,GSQ025,GSQ026,GSQ027,GSQ028,GSS001,GSS002,GSS003,GSS004,GSS005,GSS006,GSS007,GSS008,GSS009,GSS010,GSS011,GSS012,GSS013,GSS014,GSS015,GSS016,GSS017,GSS018,GSS019,GSS020,GSS021,GSS022,GSS023,GSS024,GSS025,GSS026,GSS027,GSS028
"G4804190","2000","US","3","7","Texas","48","Shelby","419",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2056734109","104701410","Shelby County","A","+31820788","-094135485","06",,,4343,2515,3354,4302,884,641,964,1024,10,6,17,14,25,6,30,19,0,0,5,0,388,118,138,145,146,50,37,133,4201,142,3193,161,792,90,882,82,10,0,12,5,24,1,30,0,0,0,5,0,355,33,114,24,146,0,37,0
"G4804210","2000","US","3","7","Texas","48","Sherman","421",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2390641547","422949","Sherman County","A","+36274344","-101931950","06",,,705,229,521,493,8,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,138,51,48,89,7,0,5,4,688,17,514,7,8,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,103,35,42,6,7,0,5,0
"G4804230","2000","US","3","7","Texas","48","Smith","423",,,,,"0",,,,,,,,,,,,,"8640","99","N","9999","9999","9",,,,,,,,,"2404501444","54556496","Smith County","A","+32334795","-095297019","06",,,34185,13246,28294,24756,6679,3973,7884,5724,157,85,195,93,221,74,291,159,12,9,6,12,2632,748,1524,1451,524,211,351,278,32580,1586,26308,1986,5934,745,7101,783,157,0,191,4,207,14,291,0,12,0,6,0,2521,111,1448,76,452,72,310,41
"G4804250","2000","US","3","7","Texas","48","Somervell","425",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"484762566","12251698","Somervell County","A","+32246541","-097752803","06",,,1698,629,1347,1106,0,3,5,0,3,14,7,6,4,1,10,6,0,0,0,0,89,12,52,39,27,4,27,10,1622,76,1286,61,0,0,5,0,3,0,7,0,4,0,10,0,0,0,0,0,86,3,52,0,13,14,27,0
"G4804270","2000","US","3","7","Texas","48","Starr","427",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"3167618319","16200751","Starr County","A","+26452677","-098774474","06",,,8183,6560,6444,10164,1,27,0,15,19,13,60,31,36,12,56,7,0,0,0,0,1075,615,820,1141,146,103,80,141,6519,1663,5200,1244,0,0,0,0,8,11,31,29,36,0,56,0,0,0,0,0,698,377,688,132,110,36,39,41
"G4804290","2000","US","3","7","Texas","48","Stephens","429",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2317109919","69506701","Stephens County","A","+32732303","-098857058","06",,,1976,1280,1629,1735,20,187,33,38,17,0,7,0,30,0,23,16,0,0,0,0,159,119,127,95,27,34,27,40,1920,56,1553,76,20,0,33,0,17,0,7,0,30,0,23,0,0,0,0,0,153,6,113,14,27,0,27,0
"G4804310","2000","US","3","7","Texas","48","Sterling","431",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2391485484","341137","Sterling County","A","+31818347","-101045503","06",,,360,101,209,252,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,37,13,33,29,2,3,6,0,352,8,204,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,33,0,2,0,6,0
"G4804330","2000","US","3","7","Texas","48","Stonewall","433",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2379345373","4046602","Stonewall County","A","+33150313","-100220727","06",,,383,201,279,359,11,9,8,18,0,4,0,7,0,0,0,0,0,0,0,0,38,8,16,26,4,6,0,9,374,9,272,7,8,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,38,0,16,0,4,0,0,0
"G4804350","2000","US","3","7","Texas","48","Sutton","435",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"3765230979","1638824","Sutton County","A","+30505128","-100604542","06",,,864,338,653,545,0,5,0,0,5,0,0,0,3,12,3,3,0,0,0,0,211,79,150,126,17,7,16,17,833,31,631,22,0,0,0,0,5,0,0,0,3,0,3,0,0,0,0,0,203,8,144,6,17,0,16,0
"G4804370","2000","US","3","7","Texas","48","Swisher","437",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2332099282","643358","Swisher County","A","+34509555","-101749978","06",,,1571,738,1153,1173,66,201,61,85,13,3,6,0,0,10,5,0,0,0,0,0,375,315,252,213,21,11,14,36,1520,51,1095,58,60,6,40,21,13,0,3,3,0,0,5,0,0,0,0,0,334,41,227,25,21,0,14,0
"G4804390","2000","US","3","7","Texas","48","Tarrant","439",,,,,"0",,,,,,,,,,,,,"1922","31","N","2800","9999","9",,,,,,,,,"2236243955","88220413","Tarrant County","A","+32763830","-097265830","06",,,306153,80820,251418,156493,41755,16900,46000,24418,2419,884,2083,1330,14384,4821,11747,8216,444,138,344,160,37427,10804,22327,17962,8471,2819,7157,4480,294415,10066,241105,10105,37694,3671,42032,3883,2234,166,1937,146,13836,533,11227,520,430,0,314,30,35364,1942,20406,1890,7820,566,6573,584
"G4804410","2000","US","3","7","Texas","48","Taylor","441",,,,,"0",,,,,,,,,,,,,"0040","99","N","9999","9999","9",,,,,,,,,"2371459979","9391045","Taylor County","A","+32401025","-099811409","06",,,28494,9529,24517,17683,2208,753,2013,924,230,57,161,148,450,83,458,285,30,0,11,10,2592,793,2196,1309,604,225,634,408,23459,2103,22436,1659,1482,308,1644,230,197,22,140,21,356,2,398,19,17,0,11,0,2200,221,1913,247,487,51,550,84
"G4804430","2000","US","3","7","Texas","48","Terrell","443",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"6106466336","85206","Terrell County","A","+30232490","-102126125","06",,,255,119,181,189,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,20,12,23,14,4,2,7,4,241,14,172,9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,20,0,20,3,4,0,7,0
"G4804450","2000","US","3","7","Texas","48","Terry","445",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2304766336","2742784","Terry County","A","+33188536","-102317447","06",,,2376,1433,1543,2218,66,263,78,57,23,15,0,3,0,0,26,0,0,0,0,0,523,195,346,244,41,91,25,50,2306,70,1476,67,59,7,65,13,23,0,0,0,0,0,26,0,0,0,0,0,454,69,285,61,41,0,24,1
"G4804470","2000","US","3","7","Texas","48","Throckmorton","447",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2362944570","8109905","Throckmorton County","A","+33157821","-099199740","06",,,483,184,367,348,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,18,11,11,16,2,5,6,2,467,16,348,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,9,2,2,0,4,2
"G4804490","2000","US","3","7","Texas","48","Titus","449",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1063280774","39250144","Titus County","A","+33184931","-094983281","06",,,4819,2376,4000,3916,544,466,630,543,36,31,31,31,10,3,20,12,0,0,0,10,1095,430,638,614,114,39,34,84,4638,181,3768,226,456,88,556,74,28,8,31,0,10,0,20,0,0,0,0,0,1018,77,592,46,114,0,34,0
"G4804510","2000","US","3","7","Texas","48","Tom Green","451",,,,,"0",,,,,,,,,,,,,"7200","99","N","9999","9999","9",,,,,,,,,"3942213774","47758522","Tom Green County","A","+31440631","-100474921","06",,,22132,8692,19322,15029,1128,507,1104,577,185,90,113,74,158,54,264,147,17,8,9,8,3210,1209,3042,1757,519,139,555,233,19198,1269,17653,1292,692,216,874,94,159,3,102,11,107,18,247,10,10,0,9,0,2874,212,2656,365,398,46,439,96
"G4804530","2000","US","3","7","Texas","48","Travis","453",,,,,"0",,,,,,,,,,,,,"0640","99","N","9999","9999","9",,,,,,,,,"2562287673","84883107","Travis County","A","+30321806","-097769809","06",,,183251,45545,147059,75491,17994,7783,18843,9472,1388,468,1131,474,11248,3843,8277,6481,206,54,122,133,36520,9410,23263,15041,5951,2222,5272,2532,176924,6015,141731,5228,16720,1248,17374,1469,1305,83,1080,51,10795,453,7902,375,178,20,122,0,34658,1806,21757,1483,5593,353,5022,250
"G4804550","2000","US","3","7","Texas","48","Trinity","455",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1794459095","54799514","Trinity County","A","+31008608","-095204909","06",,,2531,2000,1998,2865,260,303,374,286,17,5,7,11,9,0,1,9,0,0,0,0,77,49,43,54,29,9,33,35,2399,132,1884,114,211,49,319,55,17,0,7,0,9,0,1,0,0,0,0,0,66,11,43,0,27,2,33,0
"G4804570","2000","US","3","7","Texas","48","Tyler","457",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2390308009","33167531","Tyler County","A","+30762803","-094373394","06",,,3702,3106,2874,4322,317,975,250,385,7,14,12,58,5,0,3,2,2,0,0,0,71,319,17,32,16,71,26,49,3535,165,2668,206,254,63,215,28,7,0,12,0,5,0,3,0,2,0,0,0,71,0,17,0,16,0,22,4
"G4804590","2000","US","3","7","Texas","48","Upshur","459",,,,,"0",,,,,,,,,,,,,"4420","99","N","9999","9999","9",,,,,,,,,"1521988201","13011230","Upshur County","A","+32711049","-094945738","06",,,7777,3537,5932,6163,533,561,714,750,45,23,38,30,13,0,21,25,0,0,12,9,210,90,74,157,94,66,71,54,7411,352,5592,340,497,36,677,37,45,0,37,1,13,0,15,6,0,0,12,0,210,0,60,14,75,19,66,5
"G4804610","2000","US","3","7","Texas","48","Upton","461",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"3215926954","410400","Upton County","A","+31334168","-102089923","06",,,596,366,517,545,18,13,9,7,4,7,8,16,0,0,0,0,0,0,0,0,127,86,89,136,11,2,2,11,582,14,474,43,15,3,7,2,2,2,8,0,0,0,0,0,0,0,0,0,115,12,89,0,11,0,2,0
"G4804630","2000","US","3","7","Texas","48","Uvalde","463",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"4031439700","5327766","Uvalde County","A","+29281876","-099732772","06",,,4505,2434,3677,3965,7,7,12,30,34,38,29,42,46,8,33,25,0,0,0,0,1095,479,962,860,135,72,81,123,4288,208,3445,232,7,0,12,0,22,12,29,0,38,8,33,0,0,0,0,0,975,114,862,100,120,15,65,16
"G4804650","2000","US","3","7","Texas","48","Val Verde","465",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"8211240629","160625533","Val Verde County","A","+29578880","-100990693","06",,,8251,3979,6051,6822,209,12,162,35,23,43,28,44,114,4,92,34,0,0,0,13,1677,755,1353,1604,188,229,89,304,6720,666,5152,755,140,11,134,8,23,0,28,0,35,15,76,9,0,0,0,0,1515,130,1062,266,146,38,66,23
"G4804670","2000","US","3","7","Texas","48","Van Zandt","467",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2197977016","28072492","Van Zandt County","A","+32574390","-095817183","06",,,11054,5650,8600,9287,194,227,271,223,104,39,63,52,19,17,10,25,0,0,0,0,443,91,178,177,183,141,98,177,10431,621,8108,492,158,25,229,42,94,10,57,6,19,0,10,0,0,0,0,0,426,17,148,30,167,12,95,3
"G4804690","2000","US","3","7","Texas","48","Victoria","469",,,,,"0",,,,,,,,,,,,,"8750","99","N","9999","9999","9",,,,,,,,,"2285676788","16124140","Victoria County","A","+28793417","-096977127","06",,,16797,5923,13941,10921,1103,621,1264,855,187,47,77,46,153,47,77,96,6,0,3,5,3397,961,2784,1878,307,178,255,309,16126,671,13350,591,1017,86,1184,80,187,0,69,8,153,0,70,7,6,0,3,0,3227,164,2607,177,272,35,193,62
"G4804710","2000","US","3","7","Texas","48","Walker","471",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2039485079","36226305","Walker County","A","+30739811","-095528876","06",,,9772,12407,8671,5952,1966,6683,2374,1481,71,49,99,46,103,80,77,69,7,0,3,0,813,250,416,339,203,14,194,102,9034,704,8037,634,1590,376,2113,261,62,0,99,0,85,18,77,0,7,0,3,0,719,94,399,17,169,34,160,34
"G4804730","2000","US","3","7","Texas","48","Waller","473",,,,,"0",,,,,,,,,,,,,"3362","42","N","3360","9999","9",,,,,,,,,"1330290181","12600777","Waller County","A","+30021570","-096000851","06",,,5496,1867,4064,3256,2215,1371,2521,1675,37,8,14,33,26,16,17,43,0,0,0,0,888,376,384,581,128,35,106,115,5197,293,3958,106,1391,821,1678,843,37,0,14,0,26,0,17,0,0,0,0,0,831,57,325,59,125,3,100,6
"G4804750","2000","US","3","7","Texas","48","Ward","475",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2163914893","652960","Ward County","A","+31517740","-103016977","06",,,1998,1246,1545,1804,83,83,49,106,15,29,18,6,0,0,1,0,0,2,0,0,271,186,224,230,86,22,39,78,1850,148,1420,125,75,8,49,0,9,6,18,0,0,0,1,0,0,0,0,0,226,45,219,5,67,19,32,7
"G4804770","2000","US","3","7","Texas","48","Washington","477",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1577876579","31403814","Washington County","A","+30188604","-096411665","06",,,6172,2673,4862,4718,1048,754,1052,1029,3,5,20,15,113,58,107,88,0,0,0,0,394,94,190,178,64,43,102,44,6052,120,4683,179,854,177,968,84,0,3,20,0,102,11,107,0,0,0,0,0,377,17,177,13,64,0,93,9
"G4804790","2000","US","3","7","Texas","48","Webb","479",,,,,"0",,,,,,,,,,,,,"4080","99","N","9999","9999","9",,,,,,,,,"8694158147","48417791","Webb County","A","+27591807","-099389849","06",,,32566,17945,24715,32186,151,65,82,125,178,105,141,185,195,84,103,173,15,0,0,0,5164,2928,4128,5626,900,681,681,1074,29744,2817,22428,2287,146,5,71,0,176,2,105,36,178,17,76,27,0,15,0,0,4601,560,3708,420,742,158,583,98
"G4804810","2000","US","3","7","Texas","48","Wharton","481",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2823427017","11122548","Wharton County","A","+29254609","-096188591","06",,,7641,2972,5990,5452,1065,897,1240,1227,23,17,29,7,47,5,49,16,18,0,0,14,1468,486,903,861,155,85,54,97,7311,330,5704,286,898,167,1074,166,11,12,29,0,47,0,36,13,10,8,0,0,1379,89,857,46,155,0,52,2
"G4804830","2000","US","3","7","Texas","48","Wheeler","483",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2367934666","2786352","Wheeler County","A","+35362391","-100280886","06",,,1162,553,1004,957,19,16,23,26,12,0,14,12,0,0,5,0,0,0,0,3,116,27,66,80,8,7,20,16,1144,16,983,21,19,0,18,5,12,0,14,0,0,0,5,0,0,0,0,0,113,3,66,0,8,0,20,0
"G4804850","2000","US","3","7","Texas","48","Wichita","485",,,,,"0",,,,,,,,,,,,,"9080","99","N","9999","9999","9",,,,,,,,,"1625640947","13849876","Wichita County","A","+33942724","-098620090","06",,,29693,11766,23428,17382,2951,2561,2793,1556,250,96,221,210,644,283,674,437,17,22,19,8,2034,511,1480,1037,821,308,791,535,23517,1371,21298,1129,1770,193,2264,246,210,10,169,24,481,10,560,62,3,0,12,0,1610,154,1239,145,563,26,698,19
"G4804870","2000","US","3","7","Texas","48","Wilbarger","487",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2515040549","18217048","Wilbarger County","A","+34098476","-099244999","06",,,2808,1453,2668,2177,177,323,165,232,14,10,28,5,58,0,31,43,6,0,0,0,395,122,304,154,41,23,26,41,2723,85,2581,87,148,29,159,6,14,0,28,0,58,0,31,0,6,0,0,0,387,8,284,20,41,0,8,18
"G4804890","2000","US","3","7","Texas","48","Willacy","489",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1545397740","485746176","Willacy County","A","+26472927","-097759566","06",,,2842,2389,2271,2865,15,333,12,49,18,17,4,10,1,5,0,5,0,0,0,0,887,683,796,920,100,128,50,131,2459,373,2004,267,15,0,12,0,11,7,2,2,1,0,0,0,0,0,0,0,713,174,691,105,69,27,41,9
"G4804910","2000","US","3","7","Texas","48","Williamson","491",,,,,"0",,,,,,,,,,,,,"0640","99","N","9999","9999","9",,,,,,,,,"2907952035","31011595","Williamson County","A","+30596722","-097672983","06",,,61372,13832,50255,27693,3166,1337,3140,1181,397,52,311,65,1822,339,1417,1072,56,6,23,0,5033,1333,3816,2062,1366,161,1113,554,59603,1473,48916,1325,3003,122,2993,136,392,5,308,3,1752,70,1329,88,56,0,23,0,4865,156,3578,234,1325,27,1049,64
"G4804930","2000","US","3","7","Texas","48","Wilson","493",,,,,"0",,,,,,,,,,,,,"7240","99","N","9999","9999","9",,,,,,,,,"2090083754","4102967","Wilson County","A","+29195521","-098109284","06",,,6670,3131,5477,4680,71,98,35,49,72,24,89,36,32,12,44,31,2,0,9,0,1127,456,826,725,144,55,180,56,6283,289,5183,271,71,0,33,2,56,13,89,0,29,3,44,0,2,0,9,0,1038,89,803,23,133,11,166,14
"G4804950","2000","US","3","7","Texas","48","Winkler","495",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2178300896","501201","Winkler County","A","+31840505","-103096597","06",,,1263,723,954,1158,15,18,23,39,9,15,7,5,1,0,0,1,0,0,0,0,227,240,216,303,40,26,35,20,1177,86,900,54,15,0,23,0,9,0,7,0,1,0,0,0,0,0,0,0,163,64,191,25,40,0,35,0
"G4804970","2000","US","3","7","Texas","48","Wise","497",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2342919126","47052272","Wise County","A","+33205893","-097674285","06",,,12368,4499,9461,7383,77,115,56,108,134,15,104,41,18,13,37,24,0,0,10,2,714,209,402,265,176,37,143,137,11964,381,8977,484,69,8,51,5,105,29,92,12,18,0,37,0,0,0,10,0,684,22,347,55,170,6,141,2
"G4804990","2000","US","3","7","Texas","48","Wood","499",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1684066475","118043808","Wood County","A","+32770870","-095375640","06",,,7890,5099,6187,7660,483,431,585,381,35,41,20,24,21,24,17,26,2,0,0,2,267,58,142,115,64,96,56,98,7379,496,5758,429,302,181,405,180,35,0,20,0,21,0,17,0,2,0,0,0,265,2,142,0,40,24,45,11
"G4805010","2000","US","3","7","Texas","48","Yoakum","501",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2071347206","33581","Yoakum County","A","+33078114","-102831147","06",,,1260,590,1020,1039,32,6,5,12,6,10,1,23,0,0,3,0,0,0,0,0,492,134,292,320,32,2,9,32,1201,59,915,105,21,11,5,0,6,0,1,0,0,0,3,0,0,0,0,0,448,44,229,63,32,0,0,9
"G4805030","2000","US","3","7","Texas","48","Young","503",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2388829028","22047971","Young County","A","+33210656","-098658910","06",,,4180,1835,3383,3500,28,39,56,60,35,14,35,10,15,7,7,0,0,0,0,0,289,100,191,125,48,6,45,89,3966,206,3226,157,28,0,47,9,35,0,27,8,15,0,7,0,0,0,0,0,280,9,162,29,48,0,34,11
"G4805050","2000","US","3","7","Texas","48","Zapata","505",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2581596039","158880744","Zapata County","A","+26953071","-099203000","06",,,1917,1747,1329,2478,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,268,204,178,320,55,43,51,61,1603,314,1262,67,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,258,10,172,6,38,17,51,0
"G4805070","2000","US","3","7","Texas","48","Zavala","507",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"3363050874","8385180","Zavala County","A","+28856786","-099760985","06",,,1295,1416,1024,1712,0,8,20,17,7,2,20,3,3,7,0,7,0,0,0,0,638,535,591,709,36,33,15,32,1075,214,885,139,0,0,20,0,7,0,20,0,3,0,0,0,0,0,0,0,494,144,489,102,28,8,13,2
"G4900010","2000","US","4","8","Utah","49","Beaver","001",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"6707930400","6039597","Beaver County","A","+38342342","-113000631","06",,,1293,693,1065,864,0,12,0,0,16,23,13,2,4,4,22,0,2,0,0,0,83,15,22,25,15,9,24,12,1259,21,1039,26,0,0,0,0,16,0,13,0,4,0,22,0,2,0,0,0,78,5,20,2,15,0,22,2
"G4900030","2000","US","4","8","Utah","49","Box Elder","003",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"14823390253","2604722395","Box Elder County","A","+41595787","-112480319","06",,,10380,3355,7896,5894,0,14,4,0,53,64,53,72,83,48,77,60,12,0,14,4,363,111,232,185,119,33,65,66,9850,490,7471,425,0,0,4,0,45,8,45,8,75,8,75,2,12,0,12,2,345,18,196,36,107,12,61,4
"G4900050","2000","US","4","8","Utah","49","Cache","005",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"3016100832","22144785","Cache County","A","+41751082","-111842117","06",,,23751,6018,20208,11761,131,30,34,28,142,33,76,43,449,279,364,325,40,16,11,31,868,202,494,358,187,67,146,124,22576,1142,19241,962,111,20,32,2,132,10,70,6,432,17,352,12,40,0,11,0,817,51,451,43,118,60,98,48
